Title,Link,Description,Tags
Bhed Palan Yojana,https://www.myscheme.gov.in/schemes/bpy,"The scheme aims to promote sheep rearing as a source of self-employment and livelihood generation for eligible beneficiaries, particularly from SECC categories, by providing financial support for rearing a sheep unit.","Sheep Rearing, Sheep, Scheduled Caste, Scheduled Tribe, Self-employment, Subsidy"
Big Loan Scheme,https://www.myscheme.gov.in/schemes/bls,"""Big Loan Scheme"" aims to provide term loans up to ₹5,00,000/- for income-generating activities to eligible applicants from specific targets groups like SC, OBC, Minorities, Safai Karamcharis, and PwDs. The scheme is implemented by DSFDC in collaboration with National Apex Corporations.","Loan, Entrepreneur, Scheduled Caste, OBC, Minority, Safai Karamchari, Disability"
Assistance for Quality Enhancement,https://www.myscheme.gov.in/schemes/afqe,"The scheme aims to support micro and small enterprises in obtaining quality and system certifications or IPRs. It offers up to 50% reimbursement of certification costs with a ceiling of ₹3,00,000.","Quality Enhancement, Quality Certification, Reimbursement, Micro Enterprises, Small Enterprises, Intellectual Property"
Assistance to Traditional Pottery Makers,https://www.myscheme.gov.in/schemes/atpm,The scheme “Assistance to Traditional Pottery Makers” provides financial assistance to Traditional Pottery makers belonging to the state OBC category for the purchase of modern machinery for job modernization.,"Financial Assistance, Pottery, OBC, Pottery Worker"
Assistance to Training Institutions Scheme,https://www.myscheme.gov.in/schemes/ati,"The scheme aims to provide financial assistance for creation, strengthening, and expansion of training institutions under MSME for skill development and entrepreneurship training.","Training, ATI, MSME, EDI, Financial Assistance"
Award Scheme to Encourage Entrepreneurs - Uttarakhand,https://www.myscheme.gov.in/schemes/aseeuk,"The scheme aims to recognize exceptional craftsmanship among registered artisans and weavers in Uttarakhand by encouraging innovation, creativity, and excellence in the handicrafts and handloom sectors through state and district-level awards.","Award, Handicrafts, Handloom, NGO, Weavers, Handicraftsman, Artisans"
Aamar Dukan On Wheels,https://www.myscheme.gov.in/schemes/adow,The Assam Government proposes to introduce a new module of “Aamar Dukan” namely “AAMAR DUKAN ON WHEELS” in the same line as the existing ‘Aamar Dukan’ on 22.02.2017.,"Aamar Dukan, Wheels, Business, Startup"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: EPF Reimbursement,https://www.myscheme.gov.in/schemes/agsmepf,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Thrust Manufacturing Sector, EPF Reimbursement"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Net SGST reimbursement,https://www.myscheme.gov.in/schemes/agsmnsgst,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Thrust Manufacturing Sector, Entrepreneurship, Mega Industries, SGST"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Assistance of Interest Subsidy,https://www.myscheme.gov.in/schemes/agsmais,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Interest Subsidy, Thrust Manufacturing Sector"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Reimbursement of SGST Paid on Capital Goods,https://www.myscheme.gov.in/schemes/agsmscg,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Capital Goods, SGST, Thrust Manufacturing Sector"
"Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Interest Subsidy to Micro, Small and Medium Enterprise (Manufacturing Sector)",https://www.myscheme.gov.in/schemes/agmsmecisms,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector: Assistance of Interest Subsidy,https://www.myscheme.gov.in/schemes/agslitsis,"The ""Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector""  aims to provide incentives to attract increased investments in the manufacturing sector to create more employment opportunities in Gujarat.","Business, Entrepreneurship, Large Industries, Thrust Sector, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Reimbursement of Stamp Duty and Registration Fees,https://www.myscheme.gov.in/schemes/agsmrsd,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Thrust Manufacturing Sector"
"Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Interest Subsidy to Micro, Small and Medium Enterprise (Service Sector)",https://www.myscheme.gov.in/schemes/agmsmecisss,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector: EPF Reimbursement,https://www.myscheme.gov.in/schemes/agslitepf,"The ""Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector""  aims to provide incentives to attract increased investments in the manufacturing sector to create more employment opportunities in Gujarat.","Business, Entrepreneurship, Large Industries, Thrust Sector, EPF Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector: Net SGST Reimbursement,https://www.myscheme.gov.in/schemes/agslitsngr,"The ""Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector""  aims to provide incentives to attract increased investments in the manufacturing sector to create more employment opportunities in Gujarat.","Business, Entrepreneurship, Large Industries, Thrust Sector, Net SGST Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Patent Registration,https://www.myscheme.gov.in/schemes/agmsmeasp,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Patent Registration, Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Raising Capital through SME Exchange,https://www.myscheme.gov.in/schemes/agmsmesmee,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Patent Registration, Subsidy, SME Exchange, Equity Capital"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Power Connection Charges,https://www.myscheme.gov.in/schemes/agmsmesapc,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Subsidy, Power Connection"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Quality Certification,https://www.myscheme.gov.in/schemes/agmsmaqc,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Saving in Consumption of Energy and Water,https://www.myscheme.gov.in/schemes/agmsmeae,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Energy Conservation, Water Conservation"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Reimbursement of CGTMSE Fees,https://www.myscheme.gov.in/schemes/agmsmercgt,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, CGTMSE, Credit Guarantee Fund Trust"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Technology Acquisition,https://www.myscheme.gov.in/schemes/agmsmeata,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance in Implementation of Information and Communication Technology,https://www.myscheme.gov.in/schemes/agmsmeict,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Start-up"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance of Capital Investment Subsidy to Micro enterprises,https://www.myscheme.gov.in/schemes/agmsmecis,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Capital Investment Subsidy, MSMEs"
"Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Net SGST reimbursement to Micro, Small and Medium Manufacturing Enterprise (MSMEs):",https://www.myscheme.gov.in/schemes/agmsmecsgst,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: EPF Reimbursement to MSMEs,https://www.myscheme.gov.in/schemes/agmsmeepf,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance in Rent to MSEs,https://www.myscheme.gov.in/schemes/agmsmearmse,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Subsidy, Rent Assistance"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Financial Support to MSMEs in ZED Certification,https://www.myscheme.gov.in/schemes/agmsmezed,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, ZED Certification"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Rehabilitation of Sick Enterprise,https://www.myscheme.gov.in/schemes/agmsmerse,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Rehabilitation Of Sick Enterprise"
Additional Subsidy to Establish Tourism Projects in Distant and New Ulterior Areas,https://www.myscheme.gov.in/schemes/asetpdnua,"The scheme aims to encourage private investment in tourism projects located in remote and ulterior areas of Madhya Pradesh. It offers an additional 5% capital subsidy, uncapped subsidy amounts, and reduces investment and capacity requirements by 50% for investors.","Subsidy, Capital, Investment, Tourism, Infrastructure"
Advance Authorisation(AA),https://www.myscheme.gov.in/schemes/aa,"Advance Authorisation scheme enables duty free import of inputs for export production, including replenishment of inputs or duty remission Advance Authorisation covers manufacturer exporters or merchant exporters tied to supporting manufacturer(s).","Enterpreneurship, SION, DGFTScheme, PAN Based IEC"
Agri-Clinics And Agri-Business Centres Scheme,https://www.myscheme.gov.in/schemes/acandabc,"A welfare scheme by the Ministry of Agriculture and Farmers' Welfare was launched in 2002. AC&ABC aims at agricultural development, supplementing the efforts of public extension by providing extension and other services to farmers either on a payment basis or free of cost as per the business model.","Business, Entrepreneur, Student, Training, Agriculture, Employment"
Agricultural Activities for Persons with Disabilities,https://www.myscheme.gov.in/schemes/aapd,"This scheme provides loans up to ₹10,00,000/- to the persons with disabilities for agricultural production, irrigation, horticulture, sericulture, the purchase of agricultural machinery and equipment for agricultural services, and the marketing of agricultural products etc.","Agricultural Activities, PwD, Loan, Disabled Person"
Arunachal Pradesh Entrepreneurship Challenge,https://www.myscheme.gov.in/schemes/apepc,"APEC will identify, promote, support, and nurture sustainable and locally relevant business ideas and entrepreneurs. The top 10 entrepreneurs selected for the Incubation & Pre-Incubation programmes facilitated by the IIM Calcutta Innovation Park will be awarded up to ₹5,00,000.","Entrepreneurship, Training, Self-employed, Business Venture, Arunachal Pradesh"
Asangathit Karmakaar Silai Machine Sahayata Yojana,https://www.myscheme.gov.in/schemes/aksmsy,Asangathit Karmakaar Silai Machine Sahayata Yojana started by the Government of Chhattisgarh in 2012.,"Sewing Machine, Empowerment, Business"
Assistance Scheme for Handloom Spinning-Weaving Women Workers,https://www.myscheme.gov.in/schemes/ashswwwuk,"The scheme aims to provide financial support to traditional women workers whose primary occupation is handloom weaving, spinning, or related weaving activities. Under this scheme, eligible women workers are provided with handloom equipment, including looms & related equipment, worth upto ₹25,000/-.","Artisan, Handloom, Spinning, Weaving, Woman, Woman Weaver"
Assistance Scheme for Handicraft Artisans,https://www.myscheme.gov.in/schemes/asha,The Scheme intends to provide financial assistance in the form of grant to the artisans in the handicrafts sector for setting up handicraft enterprises. The assistance is a one time support to eligible artisans of the state as back end assistance.,"Handicraft, Artisan, ASHA, Financial Assistance, Enterprise, Entrepreneur"
Assistance for Digitization of Business Processes and Adoption of eCommerce,https://www.myscheme.gov.in/schemes/adbpae,"The scheme offers MSMEs up to 75% reimbursement (max ₹50,000) for software/equipment costs for digitization, plus 75% of e-commerce platform fees (excl. shipping), also up to ₹50,000. Reimbursement is allowed for one e-commerce platform per MSME only.","MSME, ECommerce, Financial Assistance, Digitization Of Business, MSME Policy"
Aamar Dukan On Wheels,https://www.myscheme.gov.in/schemes/adow,The Assam Government proposes to introduce a new module of “Aamar Dukan” namely “AAMAR DUKAN ON WHEELS” in the same line as the existing ‘Aamar Dukan’ on 22.02.2017.,"Aamar Dukan, Wheels, Business, Startup"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: EPF Reimbursement,https://www.myscheme.gov.in/schemes/agsmepf,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Thrust Manufacturing Sector, EPF Reimbursement"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Net SGST reimbursement,https://www.myscheme.gov.in/schemes/agsmnsgst,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Thrust Manufacturing Sector, Entrepreneurship, Mega Industries, SGST"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Assistance of Interest Subsidy,https://www.myscheme.gov.in/schemes/agsmais,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Interest Subsidy, Thrust Manufacturing Sector"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Reimbursement of SGST Paid on Capital Goods,https://www.myscheme.gov.in/schemes/agsmscg,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Capital Goods, SGST, Thrust Manufacturing Sector"
"Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Interest Subsidy to Micro, Small and Medium Enterprise (Manufacturing Sector)",https://www.myscheme.gov.in/schemes/agmsmecisms,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector: Assistance of Interest Subsidy,https://www.myscheme.gov.in/schemes/agslitsis,"The ""Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector""  aims to provide incentives to attract increased investments in the manufacturing sector to create more employment opportunities in Gujarat.","Business, Entrepreneurship, Large Industries, Thrust Sector, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Reimbursement of Stamp Duty and Registration Fees,https://www.myscheme.gov.in/schemes/agsmrsd,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets.","Business, Entrepreneurship, Mega Industries, Thrust Manufacturing Sector"
"Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Interest Subsidy to Micro, Small and Medium Enterprise (Service Sector)",https://www.myscheme.gov.in/schemes/agmsmecisss,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector: EPF Reimbursement,https://www.myscheme.gov.in/schemes/agslitepf,"The ""Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector""  aims to provide incentives to attract increased investments in the manufacturing sector to create more employment opportunities in Gujarat.","Business, Entrepreneurship, Large Industries, Thrust Sector, EPF Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector: Net SGST Reimbursement,https://www.myscheme.gov.in/schemes/agslitsngr,"The ""Aatmanirbhar Gujarat Scheme for assistance to Large Industries and Thrust Sector""  aims to provide incentives to attract increased investments in the manufacturing sector to create more employment opportunities in Gujarat.","Business, Entrepreneurship, Large Industries, Thrust Sector, Net SGST Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Patent Registration,https://www.myscheme.gov.in/schemes/agmsmeasp,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Patent Registration, Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Raising Capital through SME Exchange,https://www.myscheme.gov.in/schemes/agmsmesmee,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Patent Registration, Subsidy, SME Exchange, Equity Capital"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Power Connection Charges,https://www.myscheme.gov.in/schemes/agmsmesapc,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Subsidy, Power Connection"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Quality Certification,https://www.myscheme.gov.in/schemes/agmsmaqc,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Saving in Consumption of Energy and Water,https://www.myscheme.gov.in/schemes/agmsmeae,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Energy Conservation, Water Conservation"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Reimbursement of CGTMSE Fees,https://www.myscheme.gov.in/schemes/agmsmercgt,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, CGTMSE, Credit Guarantee Fund Trust"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance for Technology Acquisition,https://www.myscheme.gov.in/schemes/agmsmeata,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance in Implementation of Information and Communication Technology,https://www.myscheme.gov.in/schemes/agmsmeict,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Start-up"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance of Capital Investment Subsidy to Micro enterprises,https://www.myscheme.gov.in/schemes/agmsmecis,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Capital Investment Subsidy, MSMEs"
"Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Net SGST reimbursement to Micro, Small and Medium Manufacturing Enterprise (MSMEs):",https://www.myscheme.gov.in/schemes/agmsmecsgst,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Interest Subsidy"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: EPF Reimbursement to MSMEs,https://www.myscheme.gov.in/schemes/agmsmeepf,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Reimbursement"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance in Rent to MSEs,https://www.myscheme.gov.in/schemes/agmsmearmse,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, Subsidy, Rent Assistance"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Financial Support to MSMEs in ZED Certification,https://www.myscheme.gov.in/schemes/agmsmezed,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, ZED Certification"
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Rehabilitation of Sick Enterprise,https://www.myscheme.gov.in/schemes/agmsmerse,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports.","Business, Entrepreneurship, MSMEs, Rehabilitation Of Sick Enterprise"
"""Assistance for Technology Acquisition"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Capital Intensive Industries""",https://www.myscheme.gov.in/schemes/ata-mesifa-cii,"Through ""Assistance for Technology Acquisition"", assistance for acquisition of appropriate technology in any form for specific product/process is provided by way of 50% grant subject to a maximum of ₹10,00,000/-. The applications are accepted offline in the prescribed form available.","Technology, Entrepreneur, Industry, Business"
"""Capital Investment Subsidy: 5% Additional Capital Investment Subsidy to Karaikal Region"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries""",https://www.myscheme.gov.in/schemes/cis5aciskr-mesifai,"The ""Capital Investment Subsidy: 5% Additional Capital Investment Subsidy to Karaikal Region"" is a Component of the ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries"" Scheme by the Department of Industrial Development (Industries and Commerce), UT of Puducherry.","Investment, Subsidy, Business, Industry, Machinery"
"""Employment Incentive"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries""",https://www.myscheme.gov.in/schemes/ei-mesifai,"A Wage/Employment subsidy of 20% of wage/ salary up to a maximum of ₹5,00,000/- per annum is provided in the case of workers who are covered under the Provident Fund (PF). The new units which commence production on or after 2-8-2004 would alone be eligible for this incentive for 5 years.","Employment, Subsidy, Incentive, Entrepreneur, Industry"
"""Capital Investment Subsidy (for New and Existing Industries)"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Capital Intensive Industries""",https://www.myscheme.gov.in/schemes/cis-mesifa-cii,"Through ""Capital Investment Subsidy (for New and Existing Industries)"", the enterprises & entrepreneurs are provided subsidies of upto 45% on the investments made on land, buildings, plants and machinery. The applications are accepted offline in the prescribed form available on the Official website.","Building, Machinery, Subsidy, Investment, MSME, Entrepreneur"
"""Capital Investment Subsidy: Physically Handicapped Persons/ Ex-Servicemen"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries""",https://www.myscheme.gov.in/schemes/cisphpes-mesifai,"Through this scheme, the new industrial units which started production on or after 5th August 2009 by physically handicapped entrepreneurs and Ex-Servicemen for the investments made on land, building and plant and machinery are eligible for capital investment subsidy at the rate of 25%.","Business, Entrepreneur, Machinery, Investment, Disability"
"""Capital Investment Subsidy: Information Technology (IT) / Information Technology Enabled Services (ITES) Industries"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries""",https://www.myscheme.gov.in/schemes/cisitites-mesifai,"The new IT/ITES industrial unit which started production on or after 6-11-2002 are provided with subsidy on the investments made on plant and machinery @ 20% thereon subject to a maximum of ₹20,00,000/- for the large, medium, small and micro enterprises during the period of operation of the scheme.","Information Technology, Investment, Subsidy, Entrepreneur, Business"
"""Conducting of Exhibitions"" Component of the ""Development of Coir"" Scheme",https://www.myscheme.gov.in/schemes/cecdcs,"The scheme ""Conducting of Exhibitions"" aims to enhance awareness of diverse coir products and promote their market presence. It extends financial support, including a daily allowance of ₹150 per participant and travel reimbursements, to both local and outstation participants.","Exhibition, Allowance, Coir, Awareness"
"""Capital Investment Subsidy: SC/ST/Women Entrepreneurs"" Component of the ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries"" Scheme",https://www.myscheme.gov.in/schemes/cisscstwe-mesifai,"""Capital Investment Subsidy: SC/ST/Women Entrepreneurs"" is a scheme by the Department of Industrial Development (Industries and Commerce), Union Territory of Puducherry. The department extends subsidies for the investments made on land, buildings, plants & machinery @ 25%.","Subsidy, Entrepreneur, Investment, Machinery"
"""Employment Incentive"" under ""Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - Various Incentives""",https://www.myscheme.gov.in/schemes/ei-mesifai-vi,"Through the ""Employment Incentive"" scheme, Wage/Employment subsidy of 20% wage/salary up to a maximum of ₹5,00,000/- per annum, in case of workers who are covered under Provident Fund (PF), will be granted. The applications are accepted offline in prescribed form available on the Official Website.","Employment, Incentive, Subsidy, Business, Industry, MSME"
"""Entrepreneureship Development Programme (EDP)"" Component of the ""Development of Industries"" Scheme",https://www.myscheme.gov.in/schemes/edpedp,"The scheme aims to to develop entrepreneurship skills by providing training for setting up of the projects. The programmes contains motivating the prospective entrepreneurs, highlight respective projects, the course of actions to taken by them for setting up and successful running their unit.","Entrepreneurship, Entrepreneur, Business, Skill, Training, Vocational"
