Title,Link,Description,Tags
National Post Doctoral Fellowship,https://www.myscheme.gov.in/schemes/n-pdf,"The “National Post Doctoral Fellowship (N-PDF)” was launched by the Science and Engineering Research Board, Government of India to identify motivated young researchers and provide them support for doing research in frontier areas of science and engineering.","National, Post Doctoral, Fellowship, Science, Research, Fellow"
National Science Chair- Science Leadership,https://www.myscheme.gov.in/schemes/nsc-sl,"The main aim of the scheme is to recognise active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally, in the areas of Science, Technology, Engineering, Mathematics (STEM) & Medicine, to promote excellence and growth in R&D.","Science, Chair, Leadership, SERB, Research, Superannuated, Scientist"
National Science Chair- Scientific Excellence,https://www.myscheme.gov.in/schemes/nsc-se,"The main aim of the scheme is to recognize active eminent senior resident Indian superannuated scientists for their outstanding contributions both nationally and internationally, in the areas of Science, Technology, Engineering, Mathematics (STEM) & Medicine, to promote excellence and growth in R&D.","Science, Chair, Scientific Excellence, SERB, Scientist, Research, Fellowship, Superannuated"
"Organization of Various Conclaves and Felicitations to Encourage Women, Women Scientists, Teachers and Young Students",https://www.myscheme.gov.in/schemes/ovcaewfstys,"The scheme aims to promote and enhance scientific attitude and skill development of women, women scientists, teachers, and young students of the state by organizing conclaves and felicitating them.","Woman, Student, Teachers, Woman Scientist, Conclave"
Overseas Visiting Doctoral Fellowship,https://www.myscheme.gov.in/schemes/ovdf,"The objective of the scheme is to build national capacity in frontier areas of Science and Engineering, which are of interest to India by providing research training to PhD students admitted in the Indian institutions in overseas universities / institutions of repute.","Overseas, Doctoral, Fellowship, Fellow, Young Scientist"
"PRISM (Promoting Innovations in Individuals, Start-ups and MSMEs): Category-2: Fabrication of Working Model/Process Know-how/Testing & Trial/Patenting/Technology Transfer",https://www.myscheme.gov.in/schemes/prism-c2-fwmpkhttptt,"The scheme aims to promote innovations in individuals, start-ups, and Micro, Small and Medium Enterprises (PRISM). It offers financial support (up to ₹20,00,000/-) for Indian Citizens working on innovation projects requiring fabrication of working models, patenting, or technology transfer.","Innovation, Patent, Invention, Prototype, Technology"
Paired Early Career Fellowship in Applied Research,https://www.myscheme.gov.in/schemes/pecfar,PECFAR is a fellowship to facilitate a two-way exchange of young early-career Indian and German researchers through short visits for networking and exploring avenues for collaboration and innovation in applied research.,"Fellowship, Applied Research, IGSTC, Indo-German, Fellow, Germany"
Research and Development Grant,https://www.myscheme.gov.in/schemes/randd,"The scheme aims to encourage scientific research to address the state’s problems by providing grants and technical support to scientists, researchers, and academic institutions across the state.","Research Grant, Scholar, Scientist, Researcher, UCOST, Scientific Research"
SERB - POWER Research Grants,https://www.myscheme.gov.in/schemes/serbpowerrg,The aim of the ‘SERB - POWER Research Grants’ is to encourage emerging and eminent women researchers for individual-centric and competitive mode of research funding to undertake R&D activities in frontier areas of science and engineering.,"SERB, Research Grant, POWER, Woman Researcher, Investigator, Woman Scientist"
SERB International Research Experience,https://www.myscheme.gov.in/schemes/sire,"The Science and Engineering Research Board (SERB), a statutory body under the Department of Science and Technology, Government of India has launched ""SERB International Research Experience (SIRE)"".","SERB, International Research, SIRE, Fellowship, Fellow"
SERB - POWER Fellowship,https://www.myscheme.gov.in/schemes/serbpowerf,"The SERB - POWER Fellowship is designed to identify and reward excellent women researchers in Indian academic institutions and R&D laboratories, holding Ph.D. degrees in any branch of science and engineering.","SERB, POWER, Fellowship, Woman, Research, Science"
SERB Research Scientist Scheme,https://www.myscheme.gov.in/schemes/serbrss,"SERB Board has launched a new ‘SERB Research Scientist (SRS) Scheme’ for the awardees of INSPIRE Faculty and Ramanujan Fellowships, who fail to secure regular positions after completion of the regular tenure of five years in the respective schemes.","SERB, Research Scientist, INSPIRE, Faculty, Ramanujan, Fellowship"
STEM Lab,https://www.myscheme.gov.in/schemes/steml,"It aims to promote hands-on learning in science, technology, engineering, and mathematics by establishing labs across all blocks, giving students and teachers practical exposure to STEM experiments.","STEM, Lab, Student, UCOST"
R&D Reimbursement Scheme,https://www.myscheme.gov.in/schemes/radrs,"The scheme “R&D Reimbursement Scheme” is a part of the Start-up Policy 2017. The objective of the policy is to promote innovation amongst the Goans and local start-ups. 50% of R&D expenses, including salaries of PhD holders employed by start-ups, will be reimbursed for a period of two years.","Startup, Business, Entrepreneurship, Reimbursement"
Raman-Charpak Fellowship,https://www.myscheme.gov.in/schemes/r-cf,"The “Raman-Charpak Fellowship Programme” is in honour of two Nobel Laureates in Physics, Prof C.V. Raman, Indian Nobel Laureate (1930) & Prof Georges Charpak, French Nobel Laureate (1992). The Fellowship was launched during the State visit of the President of France to India in February, 2013.","Fellowship, Raman, Charpak, France, Student"
Ramanujan Fellowship,https://www.myscheme.gov.in/schemes/rf,"""Ramanujan Fellowship"" was started by the Science and Engineering Research Board, Govt. of India for brilliant Indian scientists and engineers from outside India to take up scientific research positions in India, those Indian scientists/engineers who want to return to India from abroad.","Ramanujan, Fellowship, Scientist, Engineer, Fellow, Science"
Rashtriya Vigyan Puraskar,https://www.myscheme.gov.in/schemes/rvp,"The objective of the Rashtriya Vigyan Puraskar (RVP) is to recognise the notable and inspiring contribution made by the scientists, technologists and innovators individually or in teams in various fields of science, technology and technology- led innovation.","Science, Technology, Scientists, Awards, Development"
Mukhyamantri Uchcha Shiksha Shodh Protsahan Yojana,https://www.myscheme.gov.in/schemes/cmherps,"The scheme aims to promote high-quality, interdisciplinary research in higher education institutions across state. The broad subject areas for research include Science, Arts & Humanities, Home Science, & Commerce & Management, while proposals in interdisciplinary subject areas are also encouraged.","Research Grant, Research, Higher Education, Student, Research Scholar, Professor"
Pandit Deendayal Upadhyaya Telecom Excellence Award,https://www.myscheme.gov.in/schemes/pdutea,"The scheme aims to provide national recognition, financial incentives, and professional encouragement to Indian citizens and institutions contributing significantly to telecom development and its application in sectors such as agriculture, health, education, and commerce.","Organization, Institution, Financial Incentive, Innovation, Skilling"
Pandit Deen Dayal Upadhyay Vigyaan Gram Sankul Pariyojana,https://www.myscheme.gov.in/schemes/pdduvgsp,"The project aims to promote sustainable rural development through the application of science & technology to enhance livelihoods in selected villages throughout Uttarakhand. Under the project, rural development initiatives are implemented through the formation of village clusters across the state.","Farmer, UCOST, Entrepreneur, Self-help Group, Rural Development, Science"
Partial Travel Support Scheme,https://www.myscheme.gov.in/schemes/patss,"The Himachal Pradesh Council for Science, Technology & Environment (HIMCOSTE), has a scheme for providing partial travel assistance to deserving bright young Scientists and Research Scholars working in state","Partial, Travel, Scientist, Scholar"
Patrakar Kritadnyata Nidhi Scheme (Journalist Benevolent Fund),https://www.myscheme.gov.in/schemes/pknsjbf,"The scheme aims to provide financial assistance to journalists in Goa for emergencies like medical treatment, marriage, and education. Benefits include aid up to ₹2,00,000/and scholarships for dependents. Eligible journalists must be registered and working in Goa for at least three years.","Journalist, Financial Assistance, Education, Marriage, Medical"
Scheme for Goa Rajya Vidnyanik Puraskar,https://www.myscheme.gov.in/schemes/sgrvp,"The scheme aims to introduce and recognize Goan Innovators/Scientists who have achieved excellence in the fields of Science, Technology, and Innovation. The scheme rewards eligible Students, Startups, Innovators, Research Faculty, and Scientists with three annual cash awards of ₹2,00,000/- each.","Scientist, Innovation, Student, Faculty, Startup, Award, Technology"
Scheme for Promoting Young Talents in Science-II,https://www.myscheme.gov.in/schemes/spytis-ii,The scheme “Scheme for Promoting Young Talents in Science-II (SPYTiS-II)” is constituted for the purpose of providing financial and technical assistance to talented young students who have innovative ideas in scientific/technological pursuits.,"Young Talent, Science Project, Financial Assistance, Technical Assistance, Student, Polytechnic, Undergraduate"
"Scheme for Promotion of Manufacturing of Electronic Components and Semiconductors (SPECS)""",https://www.myscheme.gov.in/schemes/specs,"The scheme aims to offset the disability for domestic manufacturing of components and semiconductors to strengthen the electronics manufacturing ecosystem. Through this scheme, a financial incentive of 25% on capital expenditure to legal entities registered in India.","Semiconductor, Display Fabrication Units, Electronics Manufacturing, Financial Incentive, Capital Expenditure, Manufacturing"
Scheme for Promoting Young Talents in Science-I,https://www.myscheme.gov.in/schemes/spytis-i,The scheme “Scheme for Promoting Young Talents in Science-I (SPYTiS-I)” is constituted for the purpose of providing financial and technical assistance to talented young students who have innovative ideas in scientific/technological pursuits.,"Young Talent, Science Project, Financial Assistance, Technical Assistance, Student"
Scheme for Providing Financial Assistance for the Purchase of Laptop or Desktop Computer to the Media Persons of the Union Territory of Puducherry,https://www.myscheme.gov.in/schemes/spfapldcmputp,"The scheme aims to grant financial assistance for the purchase of laptops or desktop computers to eligible media persons, keeping in view the special nature of the service rendered by the Media Persons to society in creating a sense of socio-political awareness among the people.","Laptop, Desktop, Computer, Media, Financial Assistance, Newspaper"
Scheme for assistance for Research & Development Activities: Assistance to Establish Research & Development/Product Development Centre,https://www.myscheme.gov.in/schemes/sarderd,"The ""Scheme for Assistance for Research & Development Activities"" under the Gujarat Industrial Policy promotes innovation by encouraging R&D among companies and institutions, fostering technological advancements to drive ""Atmanirbhar Gujarat.""","Research And Development, Product Development Centre, Industrial Research"
Scheme for Assistance for Research & Development Activities: Assistance for Contract/Sponsored Research Work,https://www.myscheme.gov.in/schemes/sardacsr,"The ""Scheme for Assistance for Research & Development Activities"" under the Gujarat Industrial Policy promotes innovation by encouraging R&D among companies and institutions, fostering technological advancements to drive ""Atmanirbhar Gujarat.""","Contract Research Work, Sponsored Research Work"
Scheme for Assistance for Research & Development Activities: Assistance to Industrial Association for Establishment of R&D Laboratories,https://www.myscheme.gov.in/schemes/sardaia,"The ""Scheme for Assistance for Research & Development Activities"" under the Gujarat Industrial Policy promotes innovation by encouraging R&D among companies and institutions, fostering technological advancements to drive ""Atmanirbhar Gujarat.""","Industrial Association, Laboratories, Business"
Scheme for Assistance for Research & Development Activities: Assistance to R&D Institutions/ Laboratories set up by the State Government or by Government of India,https://www.myscheme.gov.in/schemes/sardardl,"The ""Scheme for Assistance for Research & Development Activities"" under the Gujarat Industrial Policy promotes innovation by encouraging R&D among companies and institutions, fostering technological advancements to drive ""Atmanirbhar Gujarat.""","Research And Development, Laboratories"
Sukhatme National Award in Statistics,https://www.myscheme.gov.in/schemes/snas,"The scheme aims to recognise excellence in statistical research and official statistics. Through this scheme, national recognition is provided to eligible Indian statisticians for lifetime or young achiever contributions.","Award, Research, Young Statistician, Statistics, Data Management System, Data Intergration"
Swarnajayanti Fellowships Scheme,https://www.myscheme.gov.in/schemes/sjfs,"Under this scheme, a selected number of young scientists, with proven track record, are provided special assistance and support to enable them to pursue basic research in frontier areas of science and technology.","Swarnajayanti, Fellowship, Young Scientist, Research, PhD"
TEC Internship Scheme,https://www.myscheme.gov.in/schemes/tecis,The ‘TEC Internship Scheme’ intends to engage 25 Interns in order to study/formulate/operationalize/assess various works/projects/policies etc. The internship will provide an opportunity for young scholars to contribute to the TEC work and have insight into the related technical work.,"Internship, Student, Telecommunication, Research, Graduation, Postgraduation"
Teachers Associateship for Research Excellence,https://www.myscheme.gov.in/schemes/tare,"The scheme “Teachers Associateship for Research Excellence (TARE)” was launched by Science & Engineering Research Board, Department of Science & Technology, Government of India which aims to facilitate mobility of faculty members working in State Universities /Colleges/Private Academic institutions.","TARE, Teacher, Research, Faculty, Fellowship, SERB"
Technology Development And Utilization Programme For Women,https://www.myscheme.gov.in/schemes/tdupw,"In order to meet the specific needs of women and to enhance the contribution of women towards technology capability building, the “Technology Development & Utilization Programme for Women (TDUPW)” has been formulated by the Department of Scientific and Industrial Research (DSIR).","Women, Technology, Research, Science, Capacity Building"
Uttarakhand@25 Adarsh Champawat,https://www.myscheme.gov.in/schemes/u25ac,"The scheme aims to develop Champawat district as a model district under the vision of the Honorable Chief Minister, with the broader goal of positioning Uttarakhand as a model state for other Himalayan states.","Adarsh Champawat, UCOST, Farmer, Entrepreneur, Self-help Group, Student, Researcher"
Uttarakhand State Science & Technology Congress (USSTC),https://www.myscheme.gov.in/schemes/usstc,The Science & Technology Congress aims to foster scientific talent and encourage emerging scientists and researchers in the state. The congress is organized annually by UCOST and attracts significant participation from young researchers and scientists.,"Farmer, NGO, Researcher, Startup, Research Institution, Science Congress"
VAIshwik BHArtiya Vaigyanik (VAIBHAV) Fellowship,https://www.myscheme.gov.in/schemes/vaibhav,"VAIBHAV Fellowship envisages collaboration between scientists of Indian Diaspora with
Indian Higher Educational Institutions/Universities/Public Funded Scientific
Institutions. Fellow would identify an Indian Institution for collaboration &
may spend upto two months in a year for a max. of 3 years.","VAIBHAV, Fellowship, Fellow, Research, Science"
Visiting Advanced Joint Research Faculty Scheme,https://www.myscheme.gov.in/schemes/vajra,VAJRA Faculty Scheme is a dedicated program exclusively for overseas scientists and academicians with emphasis on NRI and Persons of Indian Origin/Overseas Citizen of India to work as adjunct/visiting faculty for a specific period of time in Indian Public funded academic and research institutions.,"Visiting, Joint Research, Faculty, VAJRA, Overseas, NRI, OCI, SERB"
Visvesvaraya PhD Scheme for Electronics and IT: Full Time PhD Candidates,https://www.myscheme.gov.in/schemes/vphdseitftphdc,The scheme aims at generating a total of 1000 Full-time PhD Candidates in emerging research areas of Electronic System Design and Manufacturing (ESDM) and IT/IT Enabled Services (ITES) sectors over a period of 5 years.,"Visvesvaraya PhD, Electronics And IT, Full Time PhD, Fellowship"
Visvesvaraya PhD Scheme for Electronics and IT: Part Time PhD Candidates,https://www.myscheme.gov.in/schemes/vphdseitptphdc,The scheme aims at generating a total of 150 Part-time PhDs in emerging research areas of Electronics System Design & Manufacturing (ESDM) and IT/IT Enabled Services (IT/ITES) sectors over a period of 5 years.,"Visvesvaraya PhD, Electronics And IT, Part Time PhD, Research"
Visvesvaraya PhD Scheme for Electronics and IT: Post-Doctoral Fellowships (PDF),https://www.myscheme.gov.in/schemes/vphdseitpdf,"This fellowship is meant for those who have a proven track record as evident from their research publications & recognitions. Support is provided for 225 Post-Doctoral Fellowships for candidates for a period of 1 year, to encourage specialized research in emerging area.","Visvesvaraya PhD, Electronics And IT, Post-Doctoral, Fellowship, Fellow, Research, PDF"
WISE Fellowship for Ph.D.,https://www.myscheme.gov.in/schemes/wise-phd,"The ""WISE Fellowship for Ph.D. (WISE-PhD)"" of the Department of Science and Technology aims to provide an opportunity to carry out Doctoral research in basic and applied sciences to women scientists and technologists between the age group of 27-45 years who want to pursue research in STEM fields.","WISE, Fellowship, PhD, KIRAN, Woman"
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,https://www.myscheme.gov.in/schemes/wise-scope-fellowship,"The “WISE-SCOPE Fellowship” Program was started by the Department of Science & Technology, Government of India with the aims to provide opportunity to Women Scientists and Technologists who have completed Ph.D. and want to utilize their S&T knowledge and expertise for the benefit of society.","WISE, SCOPE, Fellowship, Woman, Research, Scientist"
Women Scientist Scheme-A,https://www.myscheme.gov.in/schemes/wos-a,"A Research Grant by MoST for female candidates to pursue research in frontier areas of science and engineering, preferably those having a break in career (minimum two years) and not having regular employment, to explore possibility of re-entry into the profession.","Women, Scientist, Technology, Science, Empowerment, Fellowship, Education, Unemployed"
Women Scientist Scheme-B,https://www.myscheme.gov.in/schemes/wos-b,A Research Grant by MoST for female candidates with break in their career interested in addressing societal challenges through viable S&T interventions. Women scientists who wish to apply under this scheme are required to develop their own project/proposals for scientific and technological solutions,"Women, Scientist, Female, Technology, Science, Research, Fellowship"
Women Scientist Scheme-C,https://www.myscheme.gov.in/schemes/wos-c,"A scheme by MoST for female candidates with a break in their career interested in addressing societal challenges through viable S&T interventions. 1-year training is provided in Intellectual Property Rights (IPRs), patent search, know-how, drafting, filing, trademarks, trade secrets, and copyright.","Women, Scientist, Science, Technology, Post-graduation, Skill"
Visvesvaraya PhD Scheme for Electronics and IT: Young Faculty Research Fellowships,https://www.myscheme.gov.in/schemes/yfrf,"This fellowship is meant for Young Faculty having regular position at their institution and proven track record in research. Support is provisioned for 50 candidates, for an initial period of support of 2 years, extendible till 5 years based on performance review.","Visvesvaraya PhD, Electronics And IT, Young Faculty, Research, Fellowship"
Yatra Anudan,https://www.myscheme.gov.in/schemes/ya,"The scheme aims to support researchers and scientists in attending international scientific workshops and other programs by providing eligible applicants with travel grants covering up to 50% of the expenses (maximum ₹25,000/-).","Grant, Travel, Researcher, Scientist, UCOST, Scientific Workshop"
Science Communication and Popularization,https://www.myscheme.gov.in/schemes/scap,"The scheme aims to promote scientific thinking and awareness among citizens by providing support and funding to educational institutions, R&D organizations, and NGOs to organize science communication activities.","Institution, NGO, R&D Organization, Science Communication, UCOST"
Seemant Parvatiya Janpad Baal Vigyan Mahotsav,https://www.myscheme.gov.in/schemes/bhdcsf,"It aims to provide students from classes 6 to 12 of government/non-government schools in six border districts of the state (Uttarkashi, Chamoli, Rudraprayag, Champawat, Bageshwar,Pithoragarh) with an opportunity to participate in science competitions & to promote scientific awareness in these areas.","Scientist, Student, Science Competition, Science Festival, UCOST"
Solar Based Hydroponic System,https://www.myscheme.gov.in/schemes/sbhs,The system aims to develop and promote an innovative solar-based hydroponic system that integrates solar energy with modern greenhouse technology and mobile application support.,"Hydroponic System, Farmer, Researcher, Student, Entrepreneur, UCOST"
Telecom Technology Development Fund,https://www.myscheme.gov.in/schemes/ttdf,"The Telecom Technology Development Fund Scheme (hereinafter referred to as ‘Scheme’) has been
notified for domestic companies and institutions involved in technology design, development,
commercialization of telecommunication products and solutions to enable affordable broadband and mobile services.","Domestic Companies, Startups, Telecom In Rural, IPR Creation Mentoring, Pilot, Chipset, Grants, Atmanirbhar Bharat, Telecom In Remote Areas, MSMEs, Academic Institutions"
The Goa State Journalist Awards Scheme,https://www.myscheme.gov.in/schemes/tgsjas,"""The Goa State Journalist Awards Scheme"" aims to encourage journalists to publish commendable news items, articles, or reports, fostering mass awareness. It provides awards, including a cash prize of ₹10,000/-, to eligible journalists in Goa.","Journalist, Media, Award, Cash, Newspaper"
The Goa State Photo Contest And Exhibition Scheme,https://www.myscheme.gov.in/schemes/tgspces,"The scheme aims to encourage local youths in photography and photojournalism, providing cash prizes and exhibition opportunities. The scheme offers cash prizes of ₹20,000/-, ₹16,000/-, and ₹12,000/- in each category. Entries from applicants born and residing in Goa are preferred.","Exhibition, Photography, Photojournalism, Contest"
The Wired Internet Scheme for Information and Communication Technology Laboratory in Schools in the State of Goa,https://www.myscheme.gov.in/schemes/twisictlssg,"The scheme aims to provide monthly rental reimbursement to avail internet services to the Information and Communication Technology Laboratory in Government and Government-Aided Schools in the State of Goa. It provides a maximum monthly reimbursement of ₹2,000/- for internet rental.","School, Internet, Technology, Infrastructure, Communication"
Training/Capacity Building Programmes/Research work on Remote Sensing and GIS Applications,https://www.myscheme.gov.in/schemes/tcbprwrsgisa,"The scheme aims to strengthen scientific and technical capacity of researchers, students, and government personnel in the field of Remote Sensing and Geographic Information System (GIS) applications by providing training, conducting capacity-building programmes, and supporting research initiatives.","Training, Capacity Building, Remote Sensing, GIS Application, Student, Researcher, Government Personnel"
Technology Development And Utilization Programme For Women,https://www.myscheme.gov.in/schemes/tdupw,"In order to meet the specific needs of women and to enhance the contribution of women towards technology capability building, the “Technology Development & Utilization Programme for Women (TDUPW)” has been formulated by the Department of Scientific and Industrial Research (DSIR).","Women, Technology, Research, Science, Capacity Building"
National Centre for Communication Security (NCCS) Research Associates Scheme,https://www.myscheme.gov.in/schemes/nccsra,"NCCS engages young scholars as Research Associates  to contribute in development of Telecom Security eco system with in India by providing an opportunity to them to work in areas like Telecom Security Standard development, Lab recognition and Security Certification of telecom products.","Cybersecurity, Research, Telecommunications, Bengaluru, ITSAR, DoT"
Production Linked Incentive Scheme (PLI) For Promoting Telecom & Networking Products Manufacturing In India,https://www.myscheme.gov.in/schemes/dot-pli-scheme,"Production Linked Incentive (PLI) Scheme aims to boost domestic manufacturing, investments and export in the telecom and networking products The PLI Scheme will be implemented within the overall financial limits of ₹ 12,195 Crores only (Rupees Twelve Thousand One Hundred and Ninety-Five Crore only)","Production Linked Incentive Scheme, Telecom Equipments, Networking Products, Electronic Manufacturing, Make In India"
The Operation of Production Linked Incentive Scheme (PLI) for Large Scale Electronics Manufacturing,https://www.myscheme.gov.in/schemes/tooplisflsem,"The scheme aims to provide financial incentives to boost domestic manufacturing and attract large investments in the electronics value chain, including electronic components and semiconductor packaging.","Electronics Manufacturing, Large Scale, Companies, Financial Incentive"
TEC Internship Scheme,https://www.myscheme.gov.in/schemes/tecis,The ‘TEC Internship Scheme’ intends to engage 25 Interns in order to study/formulate/operationalize/assess various works/projects/policies etc. The internship will provide an opportunity for young scholars to contribute to the TEC work and have insight into the related technical work.,"Internship, Student, Telecommunication, Research, Graduation, Postgraduation"
Overseas Visiting Doctoral Fellowship,https://www.myscheme.gov.in/schemes/ovdf,"The objective of the scheme is to build national capacity in frontier areas of Science and Engineering, which are of interest to India by providing research training to PhD students admitted in the Indian institutions in overseas universities / institutions of repute.","Overseas, Doctoral, Fellowship, Fellow, Young Scientist"
