Title,Link,Description,Tags
ECCE (Early Childhood Care and Education),https://www.myscheme.gov.in/schemes/ecceuk,"The scheme provides quality early childhood care, development, and pre-primary education for children between the ages of 3 to 6 years. The scheme ensures safe, child-friendly infrastructure with furniture, TLM, & facilities in co-located Anganwadi centres within government school premises.","Childhood Care, Child Education, Samagra Shiksha, Child Development, Pre-School"
Economic Help To Tribal Girls For Higher Education (College Level),https://www.myscheme.gov.in/schemes/ehttg,Rajasthan Government started a scholarship for tribal girls higher education (College Level) In the year 1994-95.,"Financial Assistance, Student, Higher Education, Educational Grant"
Economic Help To Tribal Girls For Higher Education (Class 11 & 12),https://www.myscheme.gov.in/schemes/ehftg,Rajasthan Government started a scholarship for tribal girls higher education (Class 11 & 12) In the year 2011.,"Financial Assistance, Educational Grant, Student, Higher Education"
Educational Allowances to the Children of Widows,https://www.myscheme.gov.in/schemes/eacw,"“Educational Allowances to the Children of Widows” by the Dept of Women & Child Development, Govt of Pondicherry, was introduced to provide financial assistance (₹25 to ₹125) for the education of poor widows' children up to higher secondary or equivalent.","Widow, Allowance, Student, Education, Financial Assistance"
Eja-Boi Shagun Yojana,https://www.myscheme.gov.in/schemes/ebsyuk,The scheme aims to promote the safe health and well-being of mothers and newborns by encouraging institutional deliveries and ensuring that mothers stay in government hospitals for at least 48 hours after childbirth.,"Mother, Newborn, Childbirth, Childcare, Pregnant Woman"
Entrepreneurship Development by SC & ST Women in Science Technology Engineering Mathematics,https://www.myscheme.gov.in/schemes/edsc-st-wistem,"ED/SC-ST- WISTEM)” is aimed for exploring the potential of entrepreneurship along with improvement in the livelihood options for unemployed SC & ST women in Science, Technology, Engineering & Mathematics (STEM) areas using tools of Science, Technology & Innovation.","Entrepreneurship, Woman, SC, ST, Unemployed, Fellowship, Financial Support"
Biotechnology Career Advancement And Re-orientation (BioCARe) Programme For Women Scientists,https://www.myscheme.gov.in/schemes/biocare,"Biotechnology Career Advancement and Re-orientation (BioCARe) Programme, a special scheme of the Department of Biotechnology (DBT), Ministry of Science & Technology, the government of India aims to enhance the participation of women scientists in India towards research in Biotechnology.","Bio-Technology, Research, PhD, Women, Scientist"
CBSE Merit Scholarship Scheme For Single Girl Child,https://www.myscheme.gov.in/schemes/msssgc,"A scholarship scheme by the Ministry of Education for meritorious Single Girl Students, who are the only child of their parents; and have passed the CBSE Class 10th Examination with 60% or more marks and are continuing their further school education of Class 11th and 12th.","Scholarship, Girl Child"
District Central Cooperative Banks and through its Branches: For Working Women,https://www.myscheme.gov.in/schemes/dccbfww,"The scheme provides financial assistance to working women through loans up to ₹20,000/- at a 12% interest rate via District Central Cooperative Banks and their branches.","Working Women, Loan"
Doodh Sanjeevani Yojana,https://www.myscheme.gov.in/schemes/dsy-g,"The scheme aims to provide fortified, flavored, double toned pasteurized milk to students, pregnant women and lactating women. The scheme is implemented by the Anganwadi Centers and also by the Child Development Project Officers.","Child, Woman, Pregnant, Mother, Student, Milk"
Dr. Dharmambal Ammaiyar Ninaivu  Widow Remarriage Assistance Scheme-I,https://www.myscheme.gov.in/schemes/ddanwrasi,"The ""Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme"" was launched by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. The scheme's objective is to encourage widow remarriage and to rehabilitate widows by giving financial assistance.","Remarriage, Widow, Financial Assistance, Gold, Rehabilitate"
Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme-II,https://www.myscheme.gov.in/schemes/ddanwrasii,"The 'Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme' was launched by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. The scheme's objective is to encourage widow remarriage and to rehabilitate widows by giving financial assistance.","Widow, Financial Assistance, Remarriage, Rehabilitate"
Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-II,https://www.myscheme.gov.in/schemes/dmrnicmasii,The 'Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme' was launched by the Social Welfare & Women Empowerment Dept. Tamil Nadu. The aim is to abolish caste & community discrimination by encouraging inter-caste marriage by giving financial assistance to newly married couples.,"Financial Assistance, Marriage, Inter-Caste, Backward Class"
Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-II,https://www.myscheme.gov.in/schemes/dmrnicmasii,The 'Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme' was launched by the Social Welfare & Women Empowerment Dept. Tamil Nadu. The aim is to abolish caste & community discrimination by encouraging inter-caste marriage by giving financial assistance to newly married couples.,"Financial Assistance, Marriage, Inter-Caste, Backward Class"
Dulari Scheme,https://www.myscheme.gov.in/schemes/ds-aandn,"The DULARI Scheme was implemented by the Directorate of Health Services in the Andaman and Nicobar Islands to provide incentives for newborn baby girls and to the girl children who pass Classes VIII, X, and XII.","Girl Child, New Born, Woman, Scholarship, Financial Assistance"
Dulari Kanya,https://www.myscheme.gov.in/schemes/dk,"“Dulari Kanya” is a scheme for the girl child by the Govt. of Arunachal Pradesh. The objective of the scheme is to end the preference between male and female child, encouragement of institutional delivery, immunization of children, to end child marriage and overall empowerment of females.","Girl Child, Social Welfare, Financial Assistance"
Chief Minister Ekal Nari Samman Pension Yojana,https://www.myscheme.gov.in/schemes/cmenspy,"The Rajasthan State government started the ""Chief Minister Ekal Nari Samman Pension Yojana"" scheme for women's support and empowerment.","Financial Assistance, Empowerment, Social Welfare"
Chief Minister Kanya Utthan Yojana,https://www.myscheme.gov.in/schemes/cmkuy,A Scheme Chief Minister Kanya Utthan Yojana started under the Social Welfare Department by Bihar State Government for the social empowerment of females.,"Girl Child, Empowerment, Financial Support"
Chief Minister Nari Shakti Yojana,https://www.myscheme.gov.in/schemes/cmnsy,"The State government of Bihar Started the ""Chief Minister Nari Shakti Yojana"" scheme with the aim of improving the lives of Disable persons. Financial assistance is provided by the government through these schemes.","Women Empowerment, Financial Assistance, Encourage Women"
Chief Minister Ladli Behna Yojana,https://www.myscheme.gov.in/schemes/cmlby,"In 2023, Madhya Pradesh State Government started ""Chief Minister Ladli Behna Yojana"" for women empowerment","Financial Assistance, Empowerment, Social Welfare"
Chief Minister’s Girl Child Protection Scheme-II,https://www.myscheme.gov.in/schemes/cmgcpsii,"The ""Chief Minister’s Girl Child Protection Scheme-I"" was launched by the Social Welfare and Women Empowerment Department, Govt. of Tamil Nadu. The scheme aims to provide financial assistance to girl children of poor families as well as to promote girl child education & eradicate female infanticide.","Girl Child, Financial Assistance, Family, Poor, Education"
Chief Minister’s Girl Child Protection Scheme-I,https://www.myscheme.gov.in/schemes/cmgcpsi,"The 'Chief Minister’s Girl Child Protection Scheme-I' was launched by the Social Welfare and Women Empowerment Department, Govt. of Tamil Nadu. The scheme aims to provide financial assistance to girl children of poor families as well as to promote girl child education & eradicate female infanticide.","Girl, Financial Assistance, Family, Poor, Child, Education"
Child Adoption - Tamil Nadu,https://www.myscheme.gov.in/schemes/catn,"The ""Child Adoption - Tamil Nadu"" scheme aims to provide a family for orphaned, abandoned, destitute and neglected children. According to Central Adoption Resource Authority (CARA), “adoption is a process by which a child who is abandoned/separated from biological parents, becomes the legitimate.","Adoption, Child, Accommodation, Parents, NGO"
Deserted Women Pension Scheme,https://www.myscheme.gov.in/schemes/dwp,"The scheme aims to provide a monthly pension to Abandoned married women, mentally ill husband/wife & destitute unmarried women in the state. Under this scheme, beneficiaries receive a pension of ₹1,200/- per month, & in case of mental disability (spouse), the amount is ₹1,400/- per month.","Deserted, Pension, Woman, Abandoned, Destitute, BPL"
Destitute Widow Pension Scheme,https://www.myscheme.gov.in/schemes/dwps,"'Destitute Widow Pension Scheme' was launched by the Social Welfare and Women Empowerment Dept, Tamil Nadu. A pension of ₹1,000 is provided to destitute widows who are 18 years and above in age. One free saree during Pongal and Deepavali and free rice in the Anganwadi Centres are also provided.","Widow, Women, Pension, Financial Assistance, Destitute"
Destitute Agricultural Labourers Pension Scheme,https://www.myscheme.gov.in/schemes/dalps,"The ""Destitute Agricultural Labourers Pension Scheme"" was launched by the Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu. The scheme aims to give pensions of ₹1,000/- to destitute agricultural labourers of 60 years and above and dhoti, saree supplied on festivals.","Destitute, Farmer, Financial Assistance, Labour, Senior Citizen, Clothes"
Destitute/Deserted Wives Pension Scheme,https://www.myscheme.gov.in/schemes/ddwps,"The 'Destitute/Deserted Wives Pension Scheme' is a state scheme to give a pension of ₹1,000/- to the destitute/deserted wives. The scheme provides other benefit every year during the Pongal and Deepavali festival one priceless saree is given.","Destitute, Deserted, Pension, Financial Assistance, Divorced Woman"
Destitute Differently Abled Pension Scheme,https://www.myscheme.gov.in/schemes/ddaps,"The ""Destitute Differently Abled Pension Scheme"" was launched by the Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu. The scheme aims to give a pension of ₹1,000/- to destitute differently-abled persons aged 45 years and above with disability level of 60% and above.","Pension, Differently Abled Person, Financial Assistance, Destitute, Clothes"
Destitute Widow Pension Scheme - Uttarakhand,https://www.myscheme.gov.in/schemes/uwps,"Under this scheme, a monthly pension of ₹1,500/- is provided to widows whose family income does not exceed ₹4,000/- per month or who belong to the BPL category, and who are not receiving any other pension benefits.","Destitute, Widow, Pension, BPL"
Devnarayan Scooty Distribution And Incentive Scheme,https://www.myscheme.gov.in/schemes/dsdais,The Government of Rajasthan has launched the Devnarayan Chatra Scooty Yojana Scheme for the year 2023 in order to encourage female students in the state to study and to address the state’s low female literacy rate.,"Financial Assistance, Resources For School, Education, Higher Education"
Charmashilpa Scheme,https://www.myscheme.gov.in/schemes/cs,"The ""Charmashilpa Scheme"" aims to modernize the leather artisans' production methods by offering financial assistance to setup mechanized production units. This support helps leather artisan SHGs and cooperative societies enhance the quality of their products, making them more competitive.","Subsidy, SHGs, Co-operative Society, Financial Assistance, Artisans"
Internship Programme for Women Students / Scholars / Social Activists / Teachers,https://www.myscheme.gov.in/schemes/ipmwcd,"The Ministry of Women and Child Development launched the Internship Programme aims to harness the talent of the trainees, giving them an opportunity to work towards bringing more efficiency in the implementation of the schemes.","Internship Programme, Women Student, Teachers, Scholars, Opportunity, Social Activist"
Janani Suraksha Yojana (JSY),https://www.myscheme.gov.in/schemes/jsy1,"The scheme aims to reduce maternal and neonatal mortality by promoting institutional deliveries among poor pregnant women. It offers cash assistance for institutional and home deliveries, along with antenatal and postnatal care support, primarily benefiting poor pregnant women across India.","Pregnancy, Woman, Female, Delivery, Child, Health"
Integrated Social Security Scheme - Women In Distress,https://www.myscheme.gov.in/schemes/isss-wid,"ISSS (Integrated Social Security Scheme) is a State Sponsored Scheme by the Social Welfare Department of the Govt. of Jammu and Kashmir where financial assistance is provided to Old Age Persons, Widows, Divorcees, Women in Distress, Transgenders, and Physically Handicapped Persons.","Women, Pension, Social Welfare"
Integrated Social Security Scheme: Pension for Women in Distress,https://www.myscheme.gov.in/schemes/issspwd,"The scheme is implemented by the Social and Tribal Welfare Department, Administration of Union Territory of Ladakh. Under this scheme, a financial assistance of ₹1,000/- per month is provided as a pension to destitute widows, divorced, or deserted women with no source of income.","Pension, Woman, Distress, Destitute Widow, Divorced Woman, Deserted Woman, BPL"
Janani Express Yojana,https://www.myscheme.gov.in/schemes/jey,The scheme aims to provide free and timely transport to pregnant women for safe institutional deliveries.,"Women, Pregnant, Free Transport"
Janani Sahayogi Yojana,https://www.myscheme.gov.in/schemes/jsymp,The scheme aims to provide free and safe delivery and newborn care services to BPL families by offering free treatment to pregnant women in government and accredited private hospitals.,"BPL, Women, Newborn, Healthcare, Pregnant, Medical"
Janani Shishu Suraksha Karyakram Madhya Pradesh,https://www.myscheme.gov.in/schemes/jsskmp,"The scheme aims to provide free healthcare services to pregnant women and infants up to one year of age, including free treatment, medicines, diet, and transport facilities in government hospitals.","Pregnancy, Women, Free Healthcare, Medicines, Diagnostics, Newborn, Diet"
Janani Shishu Suraksha Karyakram,https://www.myscheme.gov.in/schemes/jssk,"The scheme aims to provide completely free and cashless delivery, including caesarean section, for pregnant women at government health facilities along with free treatment for sick newborns and infants.","Pregnant, Newborn Child, Medicine, Free Diet, Women, Diagnostics, Free Transport For Hospitalisation"
Home for Mentally Challenged Children,https://www.myscheme.gov.in/schemes/hmcc,"The scheme ""Home for Mentally Challenged Children"" by the Department of Social Welfare, Government of Puducherry, aims to provide care for children facing mental challenges, i.e. low Intelligence Quotient (IQ). The scheme offers free boarding and lodging, uniform sets, daily living needs, etc.","Food, Shelter, Child, Medical Assistance"
IMA Nongthangleima Yaipha Tengbang Scheme,https://www.myscheme.gov.in/schemes/inyts,"The ""Ima Nongthangleima Yaipha Tengbang Scheme"" provides support to approximately 4 lakh women in Manipur who are above the age of 40 years. The scheme aims to empower these women by offering crucial financial assistance, thereby aiding them in pursuing diverse livelihood options.","Financial Assistance, Women, Widow, Divorcee, Separated Women"
INDIRAMMA Widow Pension (Rural),https://www.myscheme.gov.in/schemes/iwp-andhra,"""INDIRAMMA Weavers Pension (Rural)"" scheme aims to disburse monthly pensions to widows, irrespective of their age. To be eligible, they should be from a BPL family, be a resident of the district, and not be covered under any other Pension Scheme.","Widow, Pension, Rural, Village"
INDIRAMMA Widow Pension (Urban),https://www.myscheme.gov.in/schemes/iwp-urban,"""INDIRAMMA Widow Pension (Urban)"" scheme aims to provide monthly pensions to widows irrespective of their age. To be eligible, they should be from a BPL family, be a resident of a district of Andhra Pradesh, and not be covered under any other Pension Scheme.","Widow, Woman, Urban, Below Poverty Line, BPL, Pension"
Incentive Honorarium to Parents of Permanent Residents of Madhya Pradesh who enroll their Daughter in Defence Services,https://www.myscheme.gov.in/schemes/hipprmpdds,The scheme provides financial assistance per year to parents whose daughters are employed in the Indian Armed Forces.,"Ex-servicemen, Daughter, Parents, Indian Armed Forces"
Incentive To Girls,https://www.myscheme.gov.in/schemes/itg,"Rajasthan State started a scheme ""Incentive for Girls"" for state students.","Financial Assistance, Girl Education, Empowerment, Higher Education"
Indira Gandhi National Widow Pension Scheme,https://www.myscheme.gov.in/schemes/ignwps,A non-contributory pension scheme to provide social security to widows of poor family (BPL)  of the society.,"Widow, Pension, Below Poverty Line - BPL"
Incentive for Purchase of Electric Scooter for the Daughter of a Registered Construction Worker (HBOCWWB),https://www.myscheme.gov.in/schemes/ipesdrcwhbocwwb,"Under this scheme, an incentive of ₹50,000/- or the actual ex-showroom price of electric scooter, whichever is lower, will be provided by the Board through e-RUPI to the daughter of a registered construction worker to facilitate her mobility while pursuing higher education.","Electric Scooter, Construction Worker, Building Worker, Student, Girl, Daughter, Financial Assistance"
Incentive for the SC Widow Re-Marriage,https://www.myscheme.gov.in/schemes/iscwr,"Under this scheme, the Social Welfare Department, Government of Karnataka gives incentives to the remarried widows belonging to SC Community. The incentive amount is ₹ 3 Lakh.","Marriage, Widow, Widow, SC, Incentive, Re-marriage"
Incentive given to Encourage Inter caste Marriages,https://www.myscheme.gov.in/schemes/igteicm,"The ""Incentive for Encouraging Inter-Caste Marriages"" scheme is implemented by the Department of Social Justice & Special Assistance, Government of Maharashtra, and funded jointly by the State and Central Government (50:50). The scheme provides financial incentives to support inter-caste marriages.","Intercaste, Marriage, Financial Assistance, Bride, Groom"
Incentive to Widow's Remarriage,https://www.myscheme.gov.in/schemes/iwr,"The objective of this scheme is to encourage and support widows to remarry and lead a normal life in society. Through this scheme, eligible individuals receive financial assistance of ₹50,000/- in the form of a National Saving Certificate. The bridegroom should be a bachelor or a widower.","Widow, Marriage, Remarriage, Financial Assistance, Social Welfare"
Indira Gandhi Matritva Poshan Yojana,https://www.myscheme.gov.in/schemes/igmpy,"Under the scheme, women who conceive their second child and fulfill the prescribed conditions will receive cash assistance of ₹6,000/-, paid in five installments.","Child Care, Maternity, Pregnancy, Lactating Mother, Pregnant Woman"
Indira Gandhi National Disability Pension Scheme - Tamil Nadu,https://www.myscheme.gov.in/schemes/igndpstn,"The 'Indira Gandhi National Disability Pension Scheme' is a state initiative by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. Its goal is to offer a ₹1,000 pension to individuals aged 18 and above. Eligibility criteria include a disability percentage of 80% or above.","PwD, Pension, BPL, Clothes, Meal, Disability"
Indira Amma Bhojanalya,https://www.myscheme.gov.in/schemes/iabuk,The primary objective of the scheme is to provide nutritious and affordable food to the poor and needy sections of society and to economically strengthen rural women's self-help groups (SHGs) by providing continuous income-generating employment through the operation of these canteens.,"Canteen, Cheap Food, Affordable Food, Food At Subsidized Rate, SHG, Women Self-help Group"
Indira Gandhi National Widow Pension Scheme (Jammu and Kashmir),https://www.myscheme.gov.in/schemes/ignwpsjak,"Launched on 15th August 1995, the scheme ""National Social Assistance Programme"" is a welfare scheme by the Social Welfare Department, Union Territory of Jammu & Kashmir. It provides monthly financial aid of ₹1,000/- to widows aged 40 years and above who belong to Below Poverty Line (BPL) households.","Below Poverty Line, Widow, Pension, Social Welfare"
Indira Gandhi National Widow Pension Scheme (Punjab),https://www.myscheme.gov.in/schemes/ignwpsp,"""Indira Gandhi National Widow Pension Scheme (IGNWPS)"" provides a pension of ₹300/- per month to widows aged 40 years and above. After attaining the age of 80 years, the pension amount increases to ₹500/- per month.","Pension, Widow, Woman, Female"
Indira Gandhi National Widow Pension Scheme - Tamil Nadu,https://www.myscheme.gov.in/schemes/ignwpstn,"'Indira Gandhi National Widow Pension Scheme' was launched by the Social Welfare and Women Empowerment Dept, Tamil Nadu. A pension of ₹1,000 is provided to destitute widows who are 40 years and above in age and belong to households below the poverty line.","Widow, Women, Pension, BPL, Clothes, Meal"
Indira Gandhi National Widow Pension Scheme - Sikkim,https://www.myscheme.gov.in/schemes/ignwps-sikkim,"The scheme “Indira Gandhi National Widow Pension Scheme (IGNWPS)” by the Department of Women & Child Welfare, Govt. of Sikkim provides financial support is provided to the poor widows of the state of Sikkim. The beneficiary receives a monthly pension of ₹ 2000/- through DBT.","Widow, Pension, Women, Below Poverty Line, Direct Benefit Transfer"
Indira Gandhi National Widow Pension Scheme- Bihar,https://www.myscheme.gov.in/schemes/ignwpsb,"Under this scheme, a monthly pension of ₹400/- is provided to widows in the age group of 40 to 79 years who belong to Below Poverty Line (BPL) families to support them financially. This scheme is centrally sponsored.","Widow, Indira Gandhi, Pension, BPL"
Indira Gandhi Pyari Behna Sukh-Samman Nidhi Yojana,https://www.myscheme.gov.in/schemes/igpbssny,"The ""Indira Gandhi Pyari Behna Sukh-Samman Nidhi Yojana"" is an initiative by the Himachal Pradesh government. The scheme recognizes the significant contributions of women in household work, cultural preservation, and family economy by providing a monthly assistance.","Financial Assistance, Women, Economic Empowerment"
Indira Mahila Shakti Prashikshan Evam Kaushal Sanvardhan Yojna -RS-CIT,https://www.myscheme.gov.in/schemes/imspeksyrc,The objective of Indira Mahila Shakti Prashikshan Evam Kaushal Sanvardhan Yojna is to provide empowerment to the girls and women of the state in the field of computers by providing free computer courses to them.,"Computer, Education, Training, Empowered"
Individual loaning scheme: Haryana Women Development Corporation,https://www.myscheme.gov.in/schemes/ilshrwcd,"The scheme aims to provide financial assistance to women for economically viable projects. Through this scheme, subsidies and loans are provided to eligible women for projects costing.","Women, Project, Subsidy, Loan"
Integrated Child Development Services- Uttarakhand,https://www.myscheme.gov.in/schemes/icdsuk,"The scheme aims to improve the nutritional and health status of all children aged 6 months to 6 years, along with pregnant women and lactating mothers in the state, by providing supplementary nutrition, immunisation, and regular health check-ups.","Child Development, Anganwadi Centre, Health Check-ups, Children, Pregnant Woman, Lactating Mother"
Gharelu Hinsa Ki Pidita Ke Liye Sahayta Yojana,https://www.myscheme.gov.in/schemes/ghpklsy,"The Madhya Pradesh State Government started ""Gharelu Hinsa Peedit Ke Liye Sahayta"" Yojana for victims of domestic violence in Madhya Pradesh, offering various types of assistance including financial aid, legal support, and shelter.","Women, Victim, Domestic Violence, Empowerment, Financial Support"
Girl Education Promotion (Bicycle Scheme),https://www.myscheme.gov.in/schemes/pgcecycleuk,The scheme aims to promote girls' education in the state by providing financial assistance for the purchase of bicycles to girl students studying in Class 9 in government and government-aided secondary schools.,"Bicycle, Cycle, Girl Student"
Girl Students Health & Hygiene Scheme,https://www.myscheme.gov.in/schemes/gshhs,"The scheme “Girl Students Health & Hygiene Scheme” was announced by the Department of School Education, Govt. of Arunachal Pradesh in 2013 for the girl students studying in classes 6-12. The scheme's focus was to retain, maintain hygiene, and continue education throughout the year.","Girl, Health, Hygiene, Sanitary Napkin, Student"
"Gharelu Mahila Kamgar Cycle, Chhatari, Chappal/Joota Sahayta Yojana",https://www.myscheme.gov.in/schemes/gkccsy,"Chhattisgarh State Government started a scheme ""Gharelu Mahila Kamgar Cycle, Chhatari, Chappal/Joota Sahayta Yojana"" for unorganized worker on 11 March 2015.","Equipment Assistance, Female Empowerment"
"Goa (Technical/ Vocational Training To Sex Workers And Sexually Abused Women) Scheme, 2013 (PRABHAT)",https://www.myscheme.gov.in/schemes/gtvtswsawwws,The scheme provides technical/vocational training for sex workers and sexually abused women to enable them to earn for their livelihood through such technical/vocational training and skill. The department will take the assistance of members of reputed NGOs/Trust/Society/professionals/expert bodies.,"Shelter, Education, Sex Worker, Reintegration, Protection, Skill, Vocational Education"
Government Hostel for Working Women/ Girl Students,https://www.myscheme.gov.in/schemes/ghfwwgs,"The scheme aims to provide suitable, inexpensive, and safe accommodation to women employed in government offices, organizations, and firms, as well as girl students studying in colleges. Essential facilities include a cot with mattress, lockable cupboards, television, newspapers, magazines, etc.","Women, Girl, Student, Hostel, Accomodation"
Government Working Women’s Hostel,https://www.myscheme.gov.in/schemes/gwwh,"The scheme ""Government Working Women’s Hostel"" is an initiative by the Social Welfare and Women Empowerment Department, Govt. of Tamil Nadu. The scheme aims to provide safe accommodation facilities to working women who live far away from their families, belonging to lower and middle-income groups.","Accommodation, Women, Hostel, Food"
Government Service Home - Tamil Nadu,https://www.myscheme.gov.in/schemes/gshtn,"The scheme ""Government Service Home"" was launched by the Social Welfare and Women Empowerment Department, Government of Tamil Nadu. The scheme aims to provide institutional care to widows, destitute women, deserted women, adolescent girls and differently-abled women and their children.","Home, Women, Destitute, Deserted, Girl, Food, Education"
Grant Of Retention Scholarship to Scheduled Caste Girl Students,https://www.myscheme.gov.in/schemes/grsscgs,"The objective of the scheme is to provide financial assistance to Scheduled Caste Girls Students to pursue their studies in Primary Education. Because of this assistance, the parents of those students may not lose any income that they would otherwise get by sending their girls to work.","Retention, Scholarship, Scheduled Caste, Girl, Student"
Grant for Marriage of Daughters of Scheduled Caste Individuals,https://www.myscheme.gov.in/schemes/gsfmssg,"The scheme aims to provide a grant of ₹50,000/- per daughter to Scheduled Caste families, for a maximum of two daughters, whose total monthly family income from all sources does not exceed ₹4,000/- or who belong to a BPL family, to help cover marriage expenses.","Marriage Grant, Scheduled Caste, BPL, Marriage Of Daughter"
Grant for the Marriage of Daughter of Destitute Widow,https://www.myscheme.gov.in/schemes/gsfmoddw,"The scheme aims to provide financial assistance of ₹50,000/- per daughter for the marriage of up to two daughters of destitute widows who are receiving widow pension and whose total monthly income from all sources does not exceed ₹4,000/-, or who belong to BPL families.","Marriage Grant, Widow, BPL, Destitute"
Grant of Financial Assistance to Poor Scheduled Caste Pregnant & Lactating Women,https://www.myscheme.gov.in/schemes/gfapscplw,"The scheme “Grant of Financial Assistance to Poor Scheduled Caste Pregnant & Lactating Women” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to provide assistance for the well-being of Pregnant and Lactating mothers and their children.","Pregnant, Woman, Child, Infant, Scheduled Caste, Financial Asisstance, Hospital"
Grant of Financial Assistance for Performance of Marriage of Poor Brides Living Below Poverty Line,https://www.myscheme.gov.in/schemes/gfampmblpl,"This scheme aims to provide financial assistance to poor brides living below the poverty line to meet their marriage expenses. The assistance amount is ₹25,000, and it is granted for the first marriage of the bride. The scheme is implemented through the Department of Women and Child Development.","Financial Asisstance, Marriage, Poor, Bride, Below Poverty Line, BPL"
Grant of Financial Assistance to the Poor Parents Having Only One Girl Child Who is Studying 8th to 10th Standard,https://www.myscheme.gov.in/schemes/gfapphoogcws81s,"This scheme was introduced to promote small family norms, uplift the welfare of girl children, and ease the financial burden on parents during their daughter's marriage. The scheme provides ₹25,000/- financial assistance for single girl children studying in 8th to 10th standard.","Girl Child, Family, Financial Assistance, Student, Parent"
Grant of Incentive to the Family having One Girl/Two Girl Children and Parents who have undergone Family Planning,https://www.myscheme.gov.in/schemes/gifogc-fp,"This scheme aims to create awareness among parents about the desirability of the girl child and elevate the status of the girl child in the family. The scheme provides an amount of ₹30,000/- deposited in the name of the girl child, and in the case of two girl children, ₹15,000/- is deposited.","Grant, Incentive, Girl, Family, Financial Assistance, Child"
Gargi Puruskar Yojana,https://www.myscheme.gov.in/schemes/gpy,The benefit of Gargi Puraskar Yojana is given every year to the beneficiary girl child of Rajasthan on the day of Basant Panchami. This time also the beneficiary girl students were taken on a tour of the girl students on the occasion of Basant Panchami very year.,"Financial Assistance, Scholarship, Girl Education"
Free Cycles to SC Girl Students Studying in Standard IX (Sarasvati Sadhna Yojana),https://www.myscheme.gov.in/schemes/fcscgsssixssy,"The “Free Cycles to SC girl students studying in Standard IX” scheme is administered by the Directorate of Scheduled Caste Welfare, Department of Social Justice & Empowerment, Government of Gujarat. Under this scheme, free bicycles are given to scheduled caste girl students who are studying in Stand","Free Cycle, Scheduled Caste, Girl Student"
Free Scooty Distribution for Girls (GEN-CATEGAORY-EWS),https://www.myscheme.gov.in/schemes/fsdfg,"Under this scheme, meritorious girl students from government and private schools who have scored 85% or above in the Class 10th and 12th (Arts, Commerce, Science streams) examinations are provided with a free scooty, along with a helmet and petrol.","Scooty, Girl Student, Economically Weaker Section, Meritorious Student, EWS"
Free Supply of Note Books to the Children of Poor Widows,https://www.myscheme.gov.in/schemes/fsnbcpw,"The Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu launched the ""Free Supply of Note Books to the Children of Poor Widows"" scheme to supply notebooks to children of poor widows studying up to higher secondary courses and govt. children homes and service homes.","Children, Notebook, Widow, Education"
Free Travel in Uttarakhand Transport Corporation Buses to Widowed Daughters-in-Law of Freedom Fighters,https://www.myscheme.gov.in/schemes/ftutwd,The scheme aims to provide free travel facilities in Uttarakhand Transport Corporation (UTC) buses to the widowed daughters-in-law of freedom fighters. Beneficiaries under this scheme are entitled to avail complimentary travel across all UTC bus services within the state.,"Widow, Transport Facilitiy, Free Bus Travel, Freedom Fighter"
Ganga Swarupa Punah Lagna Arthik Sahay Scheme,https://www.myscheme.gov.in/schemes/gsrfas,"The scheme supports remarried women who are beneficiaries of the Ganga Swarupa Pension Scheme, aiming to reintegrate them into society with financial support.","Widow, Women, Remarriage Assistance"
Gaon Ki Beti,https://www.myscheme.gov.in/schemes/gkb,MP Gaon Ki Beti Yojna 2022-23 is a scholarship provided by the Madhya Pradesh government. The MP state government has started this scheme to encourage the higher education of girl children in remote areas in 2005.,"Financial Assistance, Higher Education, Scholarship"
Gargi Sanskrit Balika Chhaatravrtti Yojana,https://www.myscheme.gov.in/schemes/gsgssc,The scheme aims to encourage and motivate girl students studying in Classes 6 to 12 at Sanskrit schools in the state by providing financial scholarships to support their education.,"Scholarship, Sanskrit, Girl Student"
Gaura Shakti Yojana,https://www.myscheme.gov.in/schemes/gsy,"The objective of scheme is to prevent crimes against women & girls and to ensure prompt action in case of any incident. Under this, a three-tier support system is set up with Mahila Desks at police stations,Women Safety Helpline & Counselling Cells at district level, & a State Women Safety Helpline.","Women Safety, Girl Safety, Women Counselling Cell, Crimes Against Women"
