Title,Link,Description,Tags
Diwali Gift Benefit Scheme (PBAOCWWB),https://www.myscheme.gov.in/schemes/dgbs-pbaocwwb,"Through the ""Diwali Gift Benefit"" scheme, the Board sanction sum of ₹ 2,000/- to each beneficiary enrolled in the Board every year to celebrate the Diwali festival. The amount is credited through DBT into the bank account of the registered construction worker. The applications are accepted offline.","Construction, Worker, DBT, Financial Assistance"
Dr. P. G. Solanki Scheme for Stipend to Scheduled Caste Lawyers,https://www.myscheme.gov.in/schemes/dpgsssscl,"Under the scheme, a monthly stipend is provided for three years to law graduates belonging to the scheduled caste category, as well as to the senior lawyer who trains such individuals. This support is extended due to their poor financial condition, aiming to prevent mid-practice dropout.","Stipend, Scheduled Caste, Lawyer, Training, Advocate"
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to Special Entrepreneurship Degree Approach Training with 360 Promoters/ with Mentoring Support and Sustenance Allowance for Entrepreneurs,https://www.myscheme.gov.in/schemes/bauuyseat,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive.","Business, Entrepreneurship, MSMEs, Start Up, Entrepreneurship Training, Scheduled Caste, Scheduled Tribe"
Diwali Gift Benefit Scheme (PBAOCWWB),https://www.myscheme.gov.in/schemes/dgbs-pbaocwwb,"Through the ""Diwali Gift Benefit"" scheme, the Board sanction sum of ₹ 2,000/- to each beneficiary enrolled in the Board every year to celebrate the Diwali festival. The amount is credited through DBT into the bank account of the registered construction worker. The applications are accepted offline.","Construction, Worker, DBT, Financial Assistance"
Dr. P. G. Solanki Scheme for Stipend to Scheduled Caste Lawyers,https://www.myscheme.gov.in/schemes/dpgsssscl,"Under the scheme, a monthly stipend is provided for three years to law graduates belonging to the scheduled caste category, as well as to the senior lawyer who trains such individuals. This support is extended due to their poor financial condition, aiming to prevent mid-practice dropout.","Stipend, Scheduled Caste, Lawyer, Training, Advocate"
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to Special Entrepreneurship Degree Approach Training with 360 Promoters/ with Mentoring Support and Sustenance Allowance for Entrepreneurs,https://www.myscheme.gov.in/schemes/bauuyseat,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive.","Business, Entrepreneurship, MSMEs, Start Up, Entrepreneurship Training, Scheduled Caste, Scheduled Tribe"
Cluster Development Scheme,https://www.myscheme.gov.in/schemes/cds-g,"The scheme aims to enhance the productivity and competitiveness as well as capacity building of Micro and Small Enterprises through cluster development approach. It provides various assistance including training, subsidies, and marketing facilities to clusters of 25 or more artisans.","Artisan, Training, Subsidy, Marketing, Handicraft, Enterprise"
Chief Minister's Jeevan Jyoti Swaniyojan Yojana,https://www.myscheme.gov.in/schemes/cm-swaniyojan-yojana,The Chief Minister's Jeevan Jyoti Swaniyojan Yojana is a self-employment scheme initiated by the Government of Assam. The primary objective of the scheme is to provide avenues of self-employment to educated unemployed youth in Assam.,"Jeevan Jyoti, Employment, Youth Empowerment, Unemployed, Selfemployed"
Chief Minister's Self Employment Scheme,https://www.myscheme.gov.in/schemes/cmses,"The ""Chief Minister's Self Employment Scheme"" was launched by the Department of Personnel, and Reforms, Training, Public Grievances, Government of Sikkim. The scheme aims to provide loan to unemployed youth who belong below the poverty line.","Loan, Unemployed, BPL, Empowerment"
Chief Ministergi Artistessingi Tengbang - Assistance To The Cultural Group For Training With New Production,https://www.myscheme.gov.in/schemes/cmst-acgtnp,"""CMAT - Assistance to the Cultural Group for Training with New Production"" by the Dept. of Art and Culture, Govt. of Manipur aims at providing financial assistance to registered cultural groups that have been relentlessly working on providing training to the younger generation with new products.","Artist, Training, Workshop"
Chief Minister’s Scheme For Wood Carving Artists,https://www.myscheme.gov.in/schemes/cmswca,The scheme “Chief Minister’s Scheme for Wood Carving Artists” was launched to sustain the rich tradition of work on wood and is encouraged to propagate with the enhancement of aesthetic sensibilities so that it may be at par with international standards.,"WOOD CARVING, ARTISTS, Skill-upgradation, Training, Craftsman"
Chief Minister’s Startup/innovation Projects/new Industries,https://www.myscheme.gov.in/schemes/chsipni,The HP CM Startup Scheme aims to turn the educated youth from job seekers to job creators. This scheme will give support to the “Startup” and Innovation Projects in the state and will provide skills to the youth and potential investors to develop entrepreneurship.,"Startup/project, Innovation, New Industries"
Chief Minister’s Yuva Kaushal Yojana,https://www.myscheme.gov.in/schemes/cm-yky,The scheme “Chief Minister’s Yuva Kaushal Yojana (CM YKY)” was launched by the government of Arunachal Pradesh on 1st April 2018 to provide high-end training to the youth across the state to enable them to find jobs in the private sector.,"Youth, Training, Job, Stipend, Employment"
Community Food Processing Centre,https://www.myscheme.gov.in/schemes/cfpc,"The scheme aims to promote skill development and entrepreneurship in food processing by enabling individuals and farmers to process fruits and vegetables, add value to their produce, and enhance income opportunities through community-based facilities.","Food Processing, Training, Fruit Processing, Vegetable Processing"
Development of Industrie-Training Scheme,https://www.myscheme.gov.in/schemes/doits,The Government of Puducherry introduced the Scheme Development Of Industries-Training Scheme for the candidates to develop their skills to enable them to start their own ventures or to get suitable employment opportunity by sponsoring to selected short term trades.,"Industries, HSC, Graduate, Diploma, Engineering, Puducherry"
Digital India Internship Scheme,https://www.myscheme.gov.in/schemes/mdiis,An opportunity for a student to secure practical work experience under the guidance of a qualified and experienced Supervisor/Mentor in Ministry of Electronics and Information Technology (MeitY) in the form of Digital India Internship Scheme.,"Internship, E-Governance, Opportunity, Stipend"
Direct Finance Scheme by NSFDC (GSCDC),https://www.myscheme.gov.in/schemes/dfsbnsfdc,"Under this scheme, loans are offered at a low interest rate, ranging from 1% to 5%, specifically for self-employment to scheduled caste (SC) individuals.","Self-employment, Scheduled Caste, Loan, Unemployed, Interest Rate"
Central Assistance For One Time Settlement Of Displaced Families From PoK And Chhamb Under Prime Minister's Development Package,https://www.myscheme.gov.in/schemes/otsdfpc,"A relief and rehabilitation scheme by the Ministry of Home Affairs provides central assistance to the displaced families from PoK And Chhamb and settled in the state of Jammu & Kashmir. The amount of Central Assistance of Rs. 5,49,692/- per family will be distributed through Direct Benefit Transfer.","Rehabilitation, Displaced, Business, Farming, Jammu, Kashmir, Family"
Chanakya Swayam Upadhi Scheme for Micro Entrepreneurship - Transport Operator,https://www.myscheme.gov.in/schemes/csusme-to,"The ""Chanakya Swayam Upadhi Scheme for Micro Entrepreneurship - Transport Operator"" provides subsidies for the purchase of Four-wheelers to unemployed youth for their livelihood. This scheme is applicable for economically weak Brahmins of Andhra Pradesh, who want to settle as transport operators.","Financial Assistance, Employment, Brahmin"
Certification Program for Goan IT Professionals,https://www.myscheme.gov.in/schemes/cpfitp,The scheme provides reimbursement of up to 50% of the expenditure incurred for obtaining certifications for improving their employability. The scheme has been framed as a part of Goa's IT Policy that envisages Goa as an aspirational geographical and human resource base for IT Units.,"Certification, Information Technology, Professional, Training, Skill"
Interest Subsidy Scheme for Smaller Business Units,https://www.myscheme.gov.in/schemes/iss-goa,"Launched in 2018, the ""Internet Subsidy Scheme"" is one of the ""Information Technology Policy Schemes"" by the Department of Information Technology, Government of Goa. The objective and the scope of this scheme is to provide Internet Subsidy to the eligible Information Technology Units in Goa.","Interest, Subsidy, Technology, Company"
Internet Subsidy Scheme,https://www.myscheme.gov.in/schemes/intss,"Launched in 2018, the ""Internet Subsidy Scheme"" is one of the ""IT Policy Schemes"" by the Dept of IT, Govt of Goa. The objective is to provide Internet Subsidy to the eligible Information Technology Units in Goa. 25% reimbursement on high-speed bandwidth, subject to a maximum of ₹ 5,00,000 per annum.","Internet, Subsidy, Broadband, Reimbursement"
High Altitude Guide Course,https://www.myscheme.gov.in/schemes/highaltitudeuk,The scheme aims to train and certify youth of Uttarakhand as professional high-altitude guides who have already completed a Low Altitude Guide Course from a recognized institution.,"High Altitude, Tourism, Youth, Guide"
Himachal Pradesh Patrakar Kalyan Yojana,https://www.myscheme.gov.in/schemes/hppky,"The scheme ""Himachal Pradesh Patrakar Kalyan Yojana"" was launched by the Director of Information and Public Relations Department, Govt. of Himachal Pradesh aims to provide financial assistance to the serving accredited journalists & retired accredited journalists in adverse situations as accident.","Financial Assistance, Journalist, Retirement, Death, Accident"
Home for Visually Challenged Person,https://www.myscheme.gov.in/schemes/hvcp,"The scheme “Home for Visually challenged Person"" was launched by the Department of Social Welfare, Government of Puducherry. The objective of this scheme is to take care of the male persons who are visually impaired and who lack care and protection in society and are deprived of basic needs.","Shelter, Free Food, Visually Challenged Person, Free Clothes"
ICAR Emeritus Professor,https://www.myscheme.gov.in/schemes/icar-ep,"The ICAR floated the Scheme of Emeritus Professor in order to provide an opportunity to the superannuated teachers/ Scientists of universities, colleges and institutions under ICAR-AU System.","ICAR, Emeritus, Professor, Retired"
ICAR Emeritus Scientist,https://www.myscheme.gov.in/schemes/icar-es,"The ICAR Emeritus Scientist Scheme is a structural method of tapping the Brain and skill bank of the outstanding superannuated professionals of NARS by allowing them to complete the work in hand for its fruitful conclusion, and utilize their talent in teaching specialized courses.","Emeritus, Scientist, Retirement"
IT Saksham Yuva Scheme,https://www.myscheme.gov.in/schemes/itsys,The Haryana Government is to provide employment opportunities to youths (graduate/post-graduate applicants) from engineering and IT backgrounds who shall undertake the Haryana IT Program (specially designed short-term courses) for the duration of a minimum of 3 months offered.,"Employment Opportunity, IT Skills, Enterpreneurs, Startup, Unemployment Allowance, Saksham, Yuva"
Incentives to Industries For Training Prospective Employees Scheme,https://www.myscheme.gov.in/schemes/iitpes,"The scheme aims to address the skill gap in Goa by supporting industrial units to provide demand-driven Short Term Training Courses through recognized institutions, thereby creating manpower suitable for the industry. It offers reimbursement for 60% of training costs up to ₹60,000/- per trainee.","Employee, Training, Enterprise, Incentive, Skill, Manufacture"
India BPO Promotion Scheme,https://www.myscheme.gov.in/schemes/ibps,"The scheme aims to create employment opportunities and promote investment in the IT/ITeS sector by establishing BPO/ITeS units in smaller cities. Through this scheme, financial support in the form of Viability Gap Funding is provided to eligible companies.","Women Employees, Employement Generation, Entrepreneur, Training, BPO"
Industrial Skill Development Allowance To The New Employees Employed In Industries In H.p,https://www.myscheme.gov.in/schemes/isdane,"The Industrial Skill Development Allowance scheme, as announced in the Budget Speech of the Hon'ble Chief Minister for the Financial Year 2018-19, aims to provide financial assistance to eligible individuals employed in industries in Himachal Pradesh for their on-the-job skill upgradation","Skill, Training, Youth, Allowance"
Institutional Support for Development and Marketing of Tribal Products/Produce,https://www.myscheme.gov.in/schemes/isdmtpp,"The scheme “Institutional Support for development and Marketing of Tribal Products/Produce” was introduced in 2014-15 by the Ministry of Tribal Affairs, Government of India.","Tribal Products, Marketing, TRIFED, Empowerment, Livelihood, Scheduled Tribe"
Gausevak Training (Initial and Refresher),https://www.myscheme.gov.in/schemes/gtiar,"The scheme ""Gausevak Training (Initial and Refresher)"" aims to empower educated unemployed rural youth with self-employment opportunities and the skills to provide primary veterinary services in remote rural areas. A 100% stipend of ₹6,000 for initial training and ₹500 for refresher training.","Educated, Unemployed, Youth, Training"
Gen Next Competition,https://www.myscheme.gov.in/schemes/gnc,"The ""Gen Next Competition"" scheme was launched by the Department of Handlooms, Handicrafts, Textiles & Khadi, Govt. of Tamil Nadu. A craft competition was started from the year 2013-2014 to encourage the youth to retain the traditional handicrafts of Tamil Nadu & pass them on to the next generation.","Generation, Prize, Artisans, Youngsters, Handicraft"
"Goa (Technical/ Vocational Training To Sex Workers And Sexually Abused Women) Scheme, 2013 (PRABHAT)",https://www.myscheme.gov.in/schemes/gtvtswsawwws,The scheme provides technical/vocational training for sex workers and sexually abused women to enable them to earn for their livelihood through such technical/vocational training and skill. The department will take the assistance of members of reputed NGOs/Trust/Society/professionals/expert bodies.,"Shelter, Education, Sex Worker, Reintegration, Protection, Skill, Vocational Education"
Goa Tribal's Employment Generation Programme Scheme,https://www.myscheme.gov.in/schemes/gtegp,"""Goa Tribal’s Employment Generation Programme Scheme"" provides a subsidy of 40% on the total loan amount i.e. 95% of the project cost. The scheme is for educated unemployed individuals in the 18 to 45 years age group who are members of the tribal communities of Goa.","Loan, Employment, Business, Entrepreneurship, Scheduled Tribe"
Government Food Science Training Centre,https://www.myscheme.gov.in/schemes/gfstc,"The scheme aims to provide specialized education and skill development in food processing, canning, bakery, confectionery, and cookery to students from Uttarakhand, empowering them with technical knowledge and practical expertise to pursue careers in the food industry and promote entrepreneurship.","Food Science, Training, Training Centre, Diploma, Food Processing, Bakery"
Government Institute for the Mentally Retarded - Tamil Nadu,https://www.myscheme.gov.in/schemes/giftmrc,"The 'Government Institute for the Mentally Retarded,Chennai' scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, children with intellectual disability are given special education, vocational training, food, uniforms etc.","Mentally Retarded, Disabilitiy, Medicine, Education"
Grant for Purchase of Tools (BBOCWWB),https://www.myscheme.gov.in/schemes/gptbbocwwb,"The scheme is implemented by the Bihar Building & Other Construction Workers Welfare Board. Under this scheme, registered construction workers who have completed skill upgradation training are provided financial assistance of upto ₹15,000/- for purchasing trade-related tools.","Tools, Construction Worker, Financial Assistance, Building Worker, Labour, Unorganized Workers"
Free Pre-Recruitment Training,https://www.myscheme.gov.in/schemes/fprtuk,"The scheme aims to provide 8 weeks of free pre-recruitment training for recruitment into the Military, Paramilitary, and Police Forces to sons of ex-servicemen aged between 16 and 21 years who have passed high school with at least 45% marks.","Recruitment Training, Soldier, Ex-serviceman, Military Forces, Paramilitary Forces, Police Forces"
Free Training for Vehicle Drivers,https://www.myscheme.gov.in/schemes/ftvd,"The scheme aims to improve the driving skills and employability of Scheduled Caste (SC) and Scheduled Tribe (ST) candidates by providing free, high-quality driving training, thereby reducing road accidents and promoting self-employment opportunities.","Free Training, Scheduled Caste, Scheduled Tribe, Driving Skills, Self-employment, Vehicle Driver"
FutureSkills Prime Incentive Program,https://www.myscheme.gov.in/schemes/fspip,"The scheme aims to promote a novel skilling ecosystem in the country, the programme/scheme would incentivize the cost of the eligible course(s) concerned, providing authentic and accredited certifications that are acceptable in the industry.","Skill, Training, Learning, Education, Course"
Grant of Stipend to Differently Abled Trainees,https://www.myscheme.gov.in/schemes/gsdat,"""Grant of Stipend to Differently Abled Trainees"" by the Dept of Social Welfare, Govt of Puducherry was introduced to provide financial assistance to differently abled individuals undergoing technical or professional training. The objective is to enable them to successfully complete their training.","Stipend, Trainee, Financial Assistance, Vocational Education, Disability"
Grant of Stipend to the Differently Abled Trainees of the Vocational Training Institutes,https://www.myscheme.gov.in/schemes/gsdatvti,"Through this scheme, the differently abled persons undergoing any technical or professional training through Institutes are paid a fixed monthly stipend which will enable them to secure the training successfully in order to make their own earnings and become useful members of the society.","Stipend, Trainee, Disability, Training, ITI"
Grant-in-Aid Scheme to Provide Financial Assistance to the Mahila Mandals,https://www.myscheme.gov.in/schemes/giaspfamm,"""Grant-in-Aid Scheme to Provide Financial Assistance to the Mahila Mandals"" aims to provide financial assistance to Mahila Mandals for training and self-employment activities. The scheme benefits registered Mahila Mandals in Goa, encouraging women's socio-economic development.","Woman, Employment, Training, Financial Assistance"
Green Skill Development Programme (GSDP),https://www.myscheme.gov.in/schemes/gsdpuk,"The scheme ""Harit Kaushal Vikas Karyakram"" implemented by the Govind Ballabh Pant National Institute of Himalayan Environment (NIHE), aims to impart eco-based livelihood skills to youth and communities in the Himalayan regions.","Environmental Training, Eco-Livelihood Skills, Self-Employment Training, Biodiversity Education"
Group Supply Of Goats And Sheep,https://www.myscheme.gov.in/schemes/gsgos,"Group supply of goats and sheep refers to the practice of selling or distributing goats and sheep in groups, rather than as individual animals. In Maharashtra, this practice is common among farmers, livestock traders, and cooperative organizations.","Tribal Scheme, Goat Supply, Sheep Supply, Maharashtra Scheme, State Scheme"
HIMAYAT- Deen Dayal Upadhyaya-Grameen Kaushalya Yojana,https://www.myscheme.gov.in/schemes/himayat,"HIMAYAT is a placement-linked placement-linked market-driven skill training program by the Ministry of Rural Development for the unemployed youth of J&K. The scheme aims at providing entrepreneurial skills for sustainable livelihood to 30,000 youth of J&K and facilitating access to finance.","Skill, Employment, Entrepreneur, Training"
Jharkhand Mukhyamantri Shramik Yojana,https://www.myscheme.gov.in/schemes/jmsy,"The ""Mukhyamantri Shramik Yojana"" scheme by the Urban Development & Housing Department, Government of Jharkhand aims to provide guaranteed employment to unskilled urban workers. It offers up to 100 days of employment in urban development projects.","Employment, Unskilled Workers, Urban Areas"
Jharkhand Patrakar Samman Pension Niyamawali,https://www.myscheme.gov.in/schemes/jpspn2019,"The ""Jharkhand Patrakar Samman Pension Niyamawali"" aims to provide financial assistance to journalists who have served the state for an extended period. It ensures their well-being post-retirement and acknowledges their contribution to media and society.","Pension, Financial Assistance, Journalist"
Jharkhand State Migrant Labourers Survey and Rehabilitation Scheme,https://www.myscheme.gov.in/schemes/jsmlsrs,"The ""Jharkhand State Migrant Labourers Survey and Rehabilitation Scheme"" aims to identify and support migrant workers from the state. The scheme ensures social security, rehabilitation, and welfare for migrant workers and their families.","Financial Assistance, Rehabilitation, Migrant Worker, Death"
Journalists’ Family Benefit Fund,https://www.myscheme.gov.in/schemes/jfbf,"The Tamil Development, Religious Endowments, and Information Department scheme was launched by the ""Journalists’ Family Benefit Fund"". The scheme aims to provide financial assistance to families of journalists who died in harness with a minimum of 20 years of service as editor, sub-editor, reporter.","Financial Assistance, Journalist, Death, Family, Diseases"
Jute Resource-Cum-Production Centre,https://www.myscheme.gov.in/schemes/jrcpc,Jute Resource-Cum-Production Centre (JRCPC) will be set up in the local clusters and localities across the country in collaboration with bonafide Agencies who have adequate experience in training and skilling programs and have required training cum-production infrastructure.,"Training Skilling Program, Production, Resource, Sales, Marketing"
Kachara Binane Vaale Hetu Suraksha Upakaran Sahaayata Yojana,https://www.myscheme.gov.in/schemes/kbvhsusy,"Chhattisgarh State Government started a scheme ""Kachara Beenane Vaale Hetu Suraksha Upakaran Sahaayata Yojana"" for unorganized worker on 19 June 2017.","Equipment, Empowerment, Gloves, Shoes, Rain Coat"
Kaimagga Vikasa Yojana - Karnataka,https://www.myscheme.gov.in/schemes/kvy-k,"The “Kaimagga Vikasa Yojana” aims to sustain and develop the handloom weaving skills of existing weavers and to attract young talent to the industry, thus preserving the rich cultural heritage of handloom weaving in Karnataka.","Handloom, Subsidy, Weaver, Skill Development"
Kalakar Kritadnyata Nidhi: Incentive for Self Employment,https://www.myscheme.gov.in/schemes/kkn-ifse,"The scheme aims to provide financial assistance not exceeding ₹50,000/- or the actual cost, whichever is less, to needy Goan artists or their families for setting up self-employment ventures, helping them establish sustainable income sources. The applications for this scheme are accepted Offline.","Artist, Employment, Entrepreneur, Livelihood, Income, Training"
Kamban Pugazh Literary Prize,https://www.myscheme.gov.in/schemes/kplp,"The scheme ""Kamban Pugazh Literary Prize"" was launched by the Arts and Culture Department, Puducherry. The scheme aims to provide prizes of ₹10,000/- and 10 awards to the author in the field of novels, short stories, drama, poems & prose in Tamil.","Artist, Financial Assistance, Prize, Publication, Book"
Karkhandar Scheme For Development Of Craft Sector,https://www.myscheme.gov.in/schemes/ksdcs,"A training and skilling upgradation scheme by the Dept. of Industries & Commerce and implemented by the Directorate of Handicraft & Handloom, Govt. of Jammu & Kashmir wherein passout meritorious trainees and ex-trainees from departmental training centers are are provided skill upgradation training.","Training, Skill, Employment, Entrepreneur"
Karma Sathi Prakalpa,https://www.myscheme.gov.in/schemes/ksp,"The scheme aims to help young entrepreneurs in the state establish new manufacturing enterprises and small businesses, including those offering services and trading. The scheme offers soft loans and subsidies for new income-generating projects.","Employment, Entrepreneur, West Bengal, Loan, Subsidy"
Kendriya Grihmantri Dakshata Padak,https://www.myscheme.gov.in/schemes/kgdp,"The scheme aims to recognize excellent work, promote high professional standards, and boost morale of personnel serving in police forces, security organizations, intelligence units, and forensic science institutions across India.","Police Forces, Award, Security Organization, Excellent Work"
Financial Assistance to Indigent Artistes,https://www.myscheme.gov.in/schemes/fatia,"The scheme ""Financial Assistance to Indigent Artistes"" was launched by the Arts and Culture Department, Puducherry. The scheme aims to provide financial assistance of ₹1,000/- per month to indigent artists aged 50 years and above and contributions to music, dance, drama, folk, painting, sculpture.","Indigent, Artist, Financial Assistance, Culture"
Financial Assistance to Traditional Artisans (Panchavrutthi Scheme),https://www.myscheme.gov.in/schemes/fataps,"The ""Financial Assistance to Traditional Artisans (Panchavrutthi Scheme)"" provides financial assistance to traditional artisans of the Vishwakarma community in Karnataka. The scheme aims to help these artisans purchase modern tools & upgrade their technological skills to enhance their trade.","Financial Assistance, Artisans, Vishwakarma Communities, Subsidy, Loan"
Financial Loan for Training of Commercial Pilot,https://www.myscheme.gov.in/schemes/flftcp,"The scheme aims to support students from Socially and Educationally Backward Classes (SEBC) in obtaining Commercial Pilot License (CPL) training through financial assistance. Under this scheme, a loan of up to ₹25,00,000 is offered at a concessional interest rate of 4% per annum to the students.....","Loan, Training, Opportunity, Skill Development, Interest Rate, SEBC"
Fitter Training to Hearing Impaired Persons,https://www.myscheme.gov.in/schemes/ftthip,"The scheme ""Fitter Training to Hearing Impaired Persons"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to give fitter training to the hearing-impaired candidates at the ITI, Guindy for two years and a stipend of ₹300 per month.","Hearing Impaired, Training, Stipend, Person With Disability, ITI"
Kisan-Vaigyanik Sangoshthi,https://www.myscheme.gov.in/schemes/f-ss,The scheme aims to guide farmers and youth in biotechnology-based farming and animal husbandry by providing technical training and solutions to enhance self-employment and income generation.,"Farmer, Scientist, Self-help Group, Seminar, Training, Youth, Biotechnology"
Kishori Balika Yojana (Madhya Pradesh),https://www.myscheme.gov.in/schemes/sfagmp,"The scheme ""Kishori Balika Yojana"" by the Department of Women and Child Development, Government of Madhya Pradesh aims to provide vocational, health, and hygiene training to adolescent girls. Through this scheme, training and material assistance are provided to the girls.","Girl, Anganwadi, Development, Training, Workshop, Skill, Health, Vocational, Education"
Krishak Bakri Palan Yojna,https://www.myscheme.gov.in/schemes/kbpyy,"The Department of Animal Husbandry, Government of Himachal Pradesh has introduced a scheme named ""Krishak Bakri Palan Yojna"" with the aim to increase income generation opportunities for economically weaker segments of the society as well as to increase meat production.","Goat Farming Scheme, Animal Husbandry, Financial Assistance, Rural Development"
Kushal Shramik Sahay Yojana (GBOCWWB),https://www.myscheme.gov.in/schemes/kssugbocwwb,"Under the scheme, assistance shall be provided to registered construction workers and their children for career development. By advancing in skill education, the children of construction workers can also progress and avail employment opportunities.","Building Worker, Construction Worker, Labour, Skill Education"
LIDCOM Training Scheme,https://www.myscheme.gov.in/schemes/lts,"Being implemented particularly for the Charmakar Community, the ""Training Scheme"" is a scheme by the Leather Industries Development Corporation (LIDCOM), Govt. of Maharashtra. This scheme is being implemented for the students to enable them to start their own businesses, trade, or get a job.","Skill, Training, Employment, Entrepreneurship, Scheduled Caste"
LLB Internship Programme,https://www.myscheme.gov.in/schemes/llbip,"Department of Justice introduced an Internship Programme for young law students. The purpose is to well acquaint law students in the field of research & referencing work, in various specialized areas of justice delivery, such as Tele-Law, Nyaya Bandhu etc.","Internship, Law Students, Research, Access To Justice"
Ladies Vocational Centres,https://www.myscheme.gov.in/schemes/lvc,"The Government of Jammu And Kashmir started “Ladies Vocational Centres” with the objective is to impart training in various trades i.e. Cutting, Embroidery, Knitting as well as Stenography to the female folk to enable them to start their income-generating units.","Ladies, Vocational Centres, Training, Stipend, Social Welfare"
Leather Training Scheme - Rajasthan,https://www.myscheme.gov.in/schemes/cpyr,"The scheme aims to promote leather industry, improve production & quality of leather products, develop new designs, & generate self-employment. Under this scheme, training is provided in latest techniques for leather dyeing, Nagara Jooti, leather goods, etc. through District Industry Centers.","Leather Goods, Skill Development, Training, Leather, Self-employment, Stipend"
Life Saving Technique Water Sports Operator,https://www.myscheme.gov.in/schemes/lifesavinguk,"The scheme aims to train youth of the state as certified trainers and operators in water life-saving techniques. Under this scheme, training opportunities are provided to selected beneficiaries to develop water safety and rescue skills.","Water Sports, Life-saving Techniques, Swimming, Trainer"
Livelihood Opportunity Promotion Scheme (Scheduled Caste),https://www.myscheme.gov.in/schemes/lopssc,"The scheme aims to promote self-employment among Scheduled Castes. It provides financial aid, including loans, margin money, and grants, for livelihood projects.","Financial Assistance, Loan, Scheduled Caste, Self-Employment"
Livelihood Opportunity Promotion Scheme (Disabled),https://www.myscheme.gov.in/schemes/lopsd,"The scheme aims to promote self-reliance among persons with disabilities through grants, term loans, and margin money assistance.","Financial Assistance, Person With Disability, Self-employment, Loan, Margin Money, Shop"
Livelihood Opportunity Promotion Scheme (Scheduled Tribes),https://www.myscheme.gov.in/schemes/lopsst,"The scheme aims to promote self-employment among Scheduled Tribe individuals through financial support, including loans, margin money, and grants.","Financial Assistance, Scheduled Tribe, Loan, Margin Money, Self-employment"
Living Craft Treasure Award,https://www.myscheme.gov.in/schemes/lcta,"The ""Living Craft Treasure Award"" scheme was launched by the Handlooms, Handicrafts, Textiles, and Khadi Department, Govt. of Tamil Nadu. This is the highest award for handicrafts at the state level was introduced in the year 2013-2014 to craftsperson of eminence who are above the age of 65 years.","Award, Artisans, Handicrafts, Financial Assistance, Senior Citizen"
Loan For Commercial Pilot Training,https://www.myscheme.gov.in/schemes/lfcpt,"The scheme aims to offer affordable loans of up to ₹25,00,000 at a 4% annual interest rate to tribal students who want to pursue pilot training.","Pilot Training, Opportunity, Schedule Tribe, Loan"
Loans for Tools (MBOCWWB),https://www.myscheme.gov.in/schemes/ltmbocwwb,"Under the scheme, a one-time grant will be granted to all members of the fund for the purchase of tools subject to the conditions.","Loan, Tool, Construction Worker, Building Worker, Labour, Instrument"
Low Altitude Guide Course,https://www.myscheme.gov.in/schemes/lowaltitudeuk,The scheme aims to train and certify youth from Uttarakhand as professional low altitude guides and provide them with skill development opportunities to strengthen their role in the state’s tourism sector.,"Low Altitude, Guide, Training, Youth"
Mobile Food Court Van (DAADC),https://www.myscheme.gov.in/schemes/mfcvs,"The scheme aims to generate self-employment opportunities in the food and beverage sector by providing credit to unemployed scheduled caste individuals belonging to Antyodaya families. Under this scheme, loans are provided to the eligible beneficiaries at a concessional interest rate.","Loan, Self-employment, Scheduled Caste, Antyodaya, Food Court Van"
Modular Employable Skills,https://www.myscheme.gov.in/schemes/mes,The SDIS is a government initiative for improving employability through vocational training. It's a partnership between government and industry to provide skills development programs for early school dropouts and workers in unorganized sector.,"Modular Employable Skills, Technical Training, Vocational Training, Employable Skills, Skill Development Initiative Scheme"
Motor Vehicle Driver-Conductor Welfare Scheme- Chief Minister Self-Employment Scheme for Drivers/Conductors,https://www.myscheme.gov.in/schemes/mvdcws-cmsesdc,This scheme aims to support self-employment for registered drivers and conductors by providing financial assistance for the purchase of vehicles to eligible beneficiaries.,"Financial Assistance, Scheduled Caste, Scheduled Tribe, Other Backward Class, Interest Subsidy, Driver, Conductor"
Motorized Tricycle Yojana,https://www.myscheme.gov.in/schemes/mts,"Under this scheme, motorized tricycles are provided to specially-abled individuals with 50% or more locomotor disability to support self-employment and pursuing higher education from Senior Higher Secondary onwards.","Persons With Disabilities, Motorized Tricycle, Locomotor Disability, Self-employment, PwD"
Motor Vehicle Driver-Conductor Welfare Scheme- Sarathi Shri Award,https://www.myscheme.gov.in/schemes/mvdcws-ssa,"The scheme aims to provide one of the state's best driver ""Sarathi Shri"" award, which includes a cash prize, a certificate of appreciation, and a trophy.","Driver, Motor Vehicle, Award, Cash Prize"
Motor Vehicle Driver-Conductor Welfare Scheme- Training and Rehabilitation in Case of Permanent Disability due to Accident,https://www.myscheme.gov.in/schemes/mvdcws-trpda,The scheme aims to rehabilitate drivers and conductors who suffer permanent disability due to accidents by providing skill training for alternative employment to the beneficiaries.,"Permanent Disability, Accident, Training, Rehabilitation, Drivers, Conductors"
