Scheme_ID,Title,Category,Description,Tags,Link
80d75249,Seed Program,Agriculture,The scheme aims to provide free vegetable seeds to small and marginal farmers and agricultural laborers living below the poverty line.,"Seed Distribution, Horticulture, Vegetable Cultivation, Farmer",https://www.myscheme.gov.in/schemes/sp
d4c7d209,Seed Testing Laboratory Scheme,Agriculture,The objective of the scheme is to assist seed testing services to farmers to ensure the viability and purity of seed to be sown.,"Seed Testing, Laboratory, Farmer, Agriculture",https://www.myscheme.gov.in/schemes/stlsmeghalaya
a9d992cf,Semi-Commercial Duck Farming,Agriculture,"The scheme “Semi-Commercial Duck Farming” started under the State Sector Scheme ""Encouragement of Commercial Poultry Entrepreneur and Promotion of Backyard Poultry Production"" to support small entrepreneurs in setting up Duck farms with a capacity of 1000 ducks.","Duck, Farming, Entrepreneurs, Subsidy, Farmer",https://www.myscheme.gov.in/schemes/scdf
095e0baa,Shednet House,Agriculture,"The Shednet House provided subsidies to farmers so they could earn more income by cultivating horticultural crops like vegetables, flowers, fruits, etc. by controlling the agro-climatic factors, temperature, humidity, and sunlight.","Farmer, Shednet House, Farming, Agriculture",https://www.myscheme.gov.in/schemes/sh
8d57b741,Sheti Samrudhi Yojana,Agriculture,"The scheme aims to provide financial assistance to facilitate community level action for agriculture growth and management of natural resources. It offers financial assistance, wages for personnel, and funding for necessary office equipment for Tribal Farmers Co-operative.","Farmer, Tribal, Cooperative, Agriculture, Subsidy, Rural",https://www.myscheme.gov.in/schemes/ssy-goa
32b443b3,Silage evam Dudharu Pashu Poshan Yojana,Agriculture,The scheme aims to improve the nutrition of dairy animals and enhance milk production by providing subsidized silage and feed to members of milk cooperative societies.,"Silage, Milk, Cooperative Society, Milch Animals, Dairy, Animal Nutrition",https://www.myscheme.gov.in/schemes/sedpy
89060859,Silkworm Rearing Chamber,Agriculture,"The scheme aims to promote sericulture & enhance silk production among farmers by providing financial assistance for establishing dedicated silkworm rearing chambers. Under this scheme, farmers are provided financial support of upto ₹1,00,000 (80:10:10 pattern) for construction of rearing chambers.","Rearing Chamber, Silk, Silkworm Rearing, Silkworm, Sericulture",https://www.myscheme.gov.in/schemes/kk
b82dc2f5,Silk Tree Plantation,Agriculture,"The scheme aims to promote mulberry cultivation and silkworm rearing among farmers in Uttarakhand by providing financial assistance, technical support, and organized cluster-based sericulture activities to enhance their income and livelihood.","Sericulture, Silk Tree Plantation, Farmer, Silkworms, Silk",https://www.myscheme.gov.in/schemes/rv
26dba185,Silkworm Rearing Equipment,Agriculture,"The scheme aims to support individuals in silkworm rearing by providing necessary equipment, financial assistance, and technical guidance. Under this scheme, financial assistance of upto ₹40,000/- is provided to individuals for procuring essential equipment required for silkworm rearing.","Silk, Rearing Equipment, Silkworm, Sericulture",https://www.myscheme.gov.in/schemes/ku
625a585e,"Simplification of Sale Process of Herbal Products - Herbal Research and Development Institute, Uttarakhand",Agriculture,"The scheme aims to simplify the sale process of medicinal and aromatic products produced by cultivators, enabling them to legally and easily sell their produce through authorized markets or buyers.","Herbal Products, Herbs, Marketing, Cultivator Of Medicinal Plants, Cultivator Of Aromatic Plants, Sale Process",https://www.myscheme.gov.in/schemes/sephp
64baa1c6,Sinchai Pipeline Karyakram,Agriculture,"In ""Sinchai Pipeline Karyakram"" Rajasthan government will provide subsidies to farmers on purchasing irrigation pipelines. So that farmers can get rid of the problem of irrigation. And their income can increase.","Pipe Line, Agriculture, Irrigation, Development",https://www.myscheme.gov.in/schemes/spk
58da28ab,Skill Development Programme- Uttarakhand,Agriculture,"The scheme aims to enhance the employability and entrepreneurial skills of students, researchers, and farmers in the field of biotechnology, thereby promoting self-employment and entrepreneurship in emerging areas of the biotechnology sector.","Skill Development, Training Program, Biotechnology, Student, Researcher, Farmer",https://www.myscheme.gov.in/schemes/sdpuk
e3177df6,Skilled Youth Startup Scheme,Agriculture,Sikkim Skilled Youth Startup Scheme was launched in 2020 and is implemented by the Department of Commerce & Industries which aims at assisting the educated unemployed youth in setting up a myriad of enterprises through loans with back-ended financial subsidy assistance.,"Business, StartUp, Employment, Entrepreneurship, Youth",https://www.myscheme.gov.in/schemes/syss
947393f8,Soil Health Card Scheme - Uttarakhand,Agriculture,"The scheme aims to provide Soil Health Cards to all farmers in the state, helping them understand the nutrient composition of their soil and the type and quantity of fertilizers suitable for their crops.","Farmer, Soil Health, Agriculture, Soil Testing",https://www.myscheme.gov.in/schemes/shc
ebe3e2ef,Soil Testing Laboratory,Agriculture,"Agriculture and Farmers' Welfare Department launched the ""Soil Testing Laboratory"" scheme for the farmer on 01 April 2013.","Farmers, Agriculture, Soil Health",https://www.myscheme.gov.in/schemes/stl
deaa30c7,Soil Resource Management and Inputs Quality Control,Agriculture,"Through the scheme “Soil Resource Management and Inputs Quality Control"", the farmers can give their soil and water samples to the soil testing lab for analysis and recommendation at completely free of cost.","Soil, Quality, Sample, Testing, Lab",https://www.myscheme.gov.in/schemes/srmiqc
1bb99c9a,Solar Home System (Manohar Jyoti),Agriculture,"The ""Solar Home System (Manohar Jyoti)"" by the Renewable Energy Department, Government of Haryana, aims to promote renewable energy adoption and ensure sustainable power access through solar solutions. Through this scheme, a subsidized solar home lighting system is provided to families.","Solar Home System, Renewable Energy, Solar Subsidy",https://www.myscheme.gov.in/schemes/sms-mj
52f04dbe,Solar Inverter Charger,Agriculture,"The ""Solar Inverter Charger"" by the Renewable Energy Department, Government of Haryana, aims to promote the use of renewable energy and reduce electricity dependence by providing a subsidy of ₹6,000/- or ₹10,000/- for solar inverter charger systems to eligible households.","Renewable Energy, Solar Inverter, Subsidy, Green Energy Initiative",https://www.myscheme.gov.in/schemes/sic
fc351b10,Solar Water Pumping System,Agriculture,"The scheme ""Solar Water Pumping System"" by the Renewable Energy Department, Government of Haryana aims to encourage the adoption of renewable energy for irrigation. Through this scheme, solar water pumps are provided at a 75% subsidy to eligible farmers and institutions for irrigation need","Renewable Energy, Solar Water Pump, Solar Irrigation, Micro Irrigation",https://www.myscheme.gov.in/schemes/sswps
efde53ce,Solar Water Heating System (Domestic Sector),Agriculture,"The scheme ""Solar Water Heating System (Domestic Sector)"" by the Renewable Energy Department, Haryana, aims to promote the use of solar energy for domestic water heating by providing a financial subsidy to the residents of Haryana and Haryana Government employees residing in Chandigarh.","Renewable Energy, Solar Water Heater, Solar Energy, Green Energy Initiative",https://www.myscheme.gov.in/schemes/swhsds
4f4e41b5,Special Livestock Insurance Scheme,Agriculture,"""Special Livestock Insurance Scheme"" is a welfare initiative targeting SC families engaged in livestock rearing. The scheme provides free insurance for livestock, enhancing the economic security of resource-poor SC families. The scheme covers milch animals, sheep, goats, pigs, camels, etc;","Liverstock, Insurance, Animal, Scheduled Caste, Employment, Sheep, Goat",https://www.myscheme.gov.in/schemes/slisc
8d276f79,Special Scheme for Increasing the Storage Capacity of Perishable Products,Agriculture,The scheme aims to increase the storage capacity of perishable products by providing grant assistance for cold storage facilities.,"Cold Storage, Perishable Products, Storage Capacity, Farmer",https://www.myscheme.gov.in/schemes/ssiscpp
8806eafd,Spice Area Expansion,Agriculture,"The scheme aims to promote and expand the cultivation of high-value spices such as ginger, chili, turmeric, and garlic among farmers by providing quality seeds and tubers at a subsidized rate, thereby increasing spice production and enhancing farmers’ income in Uttarakhand.","Horticulture, Spice, Spice Seeds, Farmer",https://www.myscheme.gov.in/schemes/copy-of-vea
59b85163,"Spices Development Ginger, Turmeric, Black Pepper, Cardamom, Coriander, Cinnamon and Chillies",Agriculture,The objective of the scheme is to encourage farmers to produce good quality and diseased-free planting materials and to grow improved varieties of high-yielding spices.,"Spices, Ginger, Turmeric, Black Pepper, Cardamom, Coriander, Cinnamon, Chillies, Farmer, Horticulture",https://www.myscheme.gov.in/schemes/sdgtbpcccc
9435a3e0,Teelu Rauteli Pension Scheme,Agriculture,"The scheme aims to provide a monthly pension of ₹1,200/- to male and female individuals above 18 years of age who have incurred a partial disability of 20% to 40% while performing agricultural activities.","Pension, Agricultural Activities, Disability, PwD",https://www.myscheme.gov.in/schemes/dp-f
5dfdf6c1,To Increase Fish Seed Production and Inland Fisheries Equipment in Non-Tribal Areas,Agriculture,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish seed production and promote inland fisheries in non-tribal areas.","Agriculture, Farmer, Fish Farming",https://www.myscheme.gov.in/schemes/ifsifnta
a46b3295,To Assist the Farmers for Construction of Community Base Water Tank/Storage Structure for Efficient Use of Water Through Drip Irrigation,Agriculture,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to farmers for constructing community-based water tanks/storage structures to ensure efficient water use through drip irrigation.","Agriculture, Farmer, Water Resources, Community Base Water Tank",https://www.myscheme.gov.in/schemes/afccdwt
3314444c,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Cage Culture - Gujarat,Agriculture,The scheme aims to increase fish production and provide employment through reservoir-based inland fisheries. It offers financial assistance to Scheduled Tribe fishermen.,"Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Fish Cage Culture",https://www.myscheme.gov.in/schemes/ifspiftfcguj
78659bd9,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Seed Rearing by Women - Gujarat,Agriculture,"The scheme aims to increase fish production through inland fisheries and provide employment opportunities, particularly to Scheduled Tribe women engaged in fish seed rearing.","Fish, Fish Activities, Fish Production, Scheduled Tribes, Fisherman, Self-Employment",https://www.myscheme.gov.in/schemes/pfspfsrwguj
0d431dfa,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Boat Net - Gujarat,Agriculture,The scheme aims to boost fish production and provide employment to people involved in inland fisheries activities. It offers financial assistance for purchase of boats and nets to eligible Scheduled Tribe beneficiaries.,"Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Boat Net",https://www.myscheme.gov.in/schemes/ifsptbnguj
80189d72,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Prawn Seed Stocking - Gujarat,Agriculture,The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities.,"Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Prawn Seed, Stocking",https://www.myscheme.gov.in/schemes/ifptpssguj
fb29f40f,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Seed Stocking - Gujarat,Agriculture,"The scheme aims to provide financial assistance for fish seed stocking, including transportation costs, is provided to beneficiaries from Scheduled Tribes involved in inland fisheries.","Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Fish Seed, Stocking",https://www.myscheme.gov.in/schemes/ifsptfssguj
69c96345,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Seed Rearing - Gujarat,Agriculture,The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities.,"Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Fish Seed Rearing",https://www.myscheme.gov.in/schemes/tifsptfsrguj
651f4bf2,To Increase Fish Seed Production and Inland Fisheries Equipment in Tribal Areas,Agriculture,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish production and provide employment opportunities to Scheduled Tribes (ST) individuals engaged in inland fisheries.","Agriculture, Farmer, Fishing Activities, Boat-net, Fish Seed, Scheduled Tribe, Training",https://www.myscheme.gov.in/schemes/ifspeta
20fac8be,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Training Kit - Gujarat,Agriculture,The scheme aims to provide training and equipment to boost inland fisheries among Scheduled Tribe beneficiaries.,"Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Training Kit",https://www.myscheme.gov.in/schemes/ifpiftrainingkitguj
f76111a1,To Provide Financial Assistance to the Farmers Practicing Natural Farming Under the Completely Chemical Free Dang District,Agriculture,"This scheme provides financial assistance to farmers practicing natural farming in the completely chemical-free Dang district to promote sustainable agriculture, increase productivity, and ensure environmental conservation.","Agriculture, Natural Farming, Soil Fertility",https://www.myscheme.gov.in/schemes/tpfafnfd
c88d3a7d,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Training of Tribal Trainees - Gujarat,Agriculture,"The scheme aims to boost fish production and provide employment through inland fisheries. Under this scheme, Financial assistance is provided as a scholarship to tribal trainees undergoing fisheries training.","Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Training",https://www.myscheme.gov.in/schemes/ifptraininguj
41ef04e0,To Provide Interest Subvention to Animal Husbandry of the State at the Rate of 4% to the Beneficiaries Kisan Credit Card,Agriculture,The scheme aims to provide 4% interest subvention to cattle breeders in Gujarat on timely repayment of short-term loans taken through the Kisan Credit Card for animal husbandry activities.,"Agriculture, Animal Husbandry, Cattle Breeders, Interest Subvention",https://www.myscheme.gov.in/schemes/tpahkcc
2b0a2038,To Provide Interest Subvention to Fishermen of the State at the Rate of 4% to the Beneficiaries Kishan Credit Card,Agriculture,The scheme aims to provide 4% interest subvention to the fishermen in Gujarat on timely repayment of short-term loans taken through the Kisan Credit Card.,"Agriculture, Fisherman, Interest Subvention",https://www.myscheme.gov.in/schemes/tpfkcc
54f2d0ab,Top Working Program,Agriculture,"The scheme aims to transform local varieties of Mango, Ber, Amla, and other indigenous plants into improved varieties. It also provides 20 days of Top Working training to unemployed rural youth.","Horticulture, Farmer, Training, Unemployed Youth, Tool Kit, Financial Assistance",https://www.myscheme.gov.in/schemes/twp
1c4ac052,Tour Program of Modern Laboratories,Agriculture,"The scheme aims to promote biotechnology education and research by providing students, researchers, and farmers with exposure to modern laboratories, advanced research activities, and innovative technologies.","Farmer, Researcher, Student, Biotechnology, Modern Laboratories",https://www.myscheme.gov.in/schemes/tpoml
147434a7,Training Program for A-HELP Women Workers - Uttarakhand Livestock Development Board,Agriculture,The scheme aims to provide community-service-based skill development and employment opportunities for women in the field of animal husbandry. Eligible women members of Self-Help Groups under the Uttarakhand State Rural Livelihood Mission can apply.,"Training, A-Health Worker, Animal Husbandry, Self-Help Group, Woman, Pashu Sakhi, A-HELP",https://www.myscheme.gov.in/schemes/tpehw
7c67c2fe,Training Programme for Entrepreneurship Development in Biotechnology,Agriculture,"The scheme aims to train youth in biotechnology and develop entrepreneurial skills by providing technical knowledge, mentorship, and guidance to help them initiate biotech startups.","Training Program, Entrepreneurship Development, Biotechnology, Student, Researcher",https://www.myscheme.gov.in/schemes/tpedb
632083ea,Training Programme for Sugarcane Farmers,Agriculture,The scheme aims to enhance the knowledge and skills of sugarcane farmers by providing free training and information on advanced and modern sugarcane cultivation techniques.,"Sugarcane Cultivation, Training, Sugarcane Farmer, Sugarcane",https://www.myscheme.gov.in/schemes/trainsugarfarmers
50f88c72,Training of Farmers on Pulses Production Technologies,Agriculture,The “Training of Farmers on Pulses Production Technologies” scheme aims to educate farmers on advanced pulses production technologies to enhance crop yield.,"Agriculture, Farmer, Pulses Production, Training",https://www.myscheme.gov.in/schemes/tfppt
cb4a2b17,Training on Artificial Insemination for Self-Employment,Agriculture,"The ""Training on Artificial Insemination for Self-Employment"" by the Animal Husbandry Department, Madhya Pradesh promotes milk production and employment. Trained Gausevaks get an honorarium of ₹4,000 and equipment worth ₹18,000.","Employment, Training, Animal Husbandry, Unemployed",https://www.myscheme.gov.in/schemes/toaifse
39b6f7da,Training to Farmers,Agriculture,"The scheme “Training to Farmers” provides training to maize farmers across various districts, aiming to enhance farming practices and increase productivity.","Agriculture, Farmer, Maize, Training",https://www.myscheme.gov.in/schemes/ttf
9986e280,State Fisheries Input Scheme,Agriculture,"The scheme aims to aims to enhance the productivity and income of fish farmers by providing financial support in the form of subsidies on essential fishery inputs such as hand nets, hapa, nets, mini kits, etc.","Fisheries, Subsidy, Fish Farming, Fish Farmer, Fishermen",https://www.myscheme.gov.in/schemes/sfis
e572e31f,State Goat Entrepreneurship Development Scheme,Agriculture,"The ""State Goat Entrepreneurship Development Scheme"", initiated by the Animal Husbandry Department of Chhattisgarh, aims to promote goat farming as a sustainable livelihood option. Goat rearing has been a traditional occupation, and with increasing demand for milk and meat.","Agriculture, Animal, Goat, Financial Assistance",https://www.myscheme.gov.in/schemes/sgeds
3eaf9a9a,State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area),Agriculture,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance in the form of a 30% share capital contribution by the State Government for setting up new sugar cooperative factories in Gujarat.","Agriculture, Sugar Co-operatives Factories",https://www.myscheme.gov.in/schemes/sgsccs
be8e07ae,State Integrated Cooperative Development Project - Fisheries Sector,Agriculture,The scheme aims to promote sustainable fisheries development in Uttarakhand by facilitating the establishment and expansion of cooperative-based fisheries projects in both mountainous and plain regions.,"Fish Sales, Loan, Cooperative Society, Fisheries, Fish Farming, Fish",https://www.myscheme.gov.in/schemes/scfdp-fs
83ee0b22,State Millet Mission,Agriculture,"The mission aims to promote millet cultivation, ensure fair prices for farmers, and strengthen food security in the state. It seeks to support farmers, particularly in mountain districts, by procuring millet crops such as Mandua and Jhangora at the minimum support price through cooperative groups.","Millet, Farmer, Mandua, Jhangora, Food Security",https://www.myscheme.gov.in/schemes/smm
954fdc4c,State Rice Mission Scheme,Agriculture,"The objective of the scheme is to increase productivity and production of rice through improved technologies and extension methods and, to supply the quality/certified seeds/organic fertilizers at 50% subsidy.","Rice, Farmer, Agriculture, Subsidy, Training",https://www.myscheme.gov.in/schemes/srmsmeghalaya
6d9f8568,Sthaniya Fasal Protsahan Karyakram,Agriculture,"The program aims to promote the cultivation of local crops, enhance productivity, ensure the use of quality seeds, and provide fair prices to farmers in the mountain districts of Uttarakhand.","Farmer, Local Crop, Agriculture, Seed Production, Subsidy On Seed, Crop Promotion Program",https://www.myscheme.gov.in/schemes/sfpk
d96ff89d,Stipend Scheme For Poultry Farming Training For Divyang People,Agriculture,"The scheme “Stipend Scheme for Poultry Farming Training for Divyang People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of Divyang poultry farmers through scientific poultry farming training.","Poultry Farming, Divyang, Stipend, Training, Cash Assistance",https://www.myscheme.gov.in/schemes/sspftdp
08bc9212,Stipend Scheme For Poultry Farming Training For Weaker Section,Agriculture,"The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training.","Poultry Farming, Training, Weaker Section, Stipend, Cash Assistance",https://www.myscheme.gov.in/schemes/sspftws
eaf545b3,Stipend Scheme For Poultry Farming Training For Schedule Caste,Agriculture,"The scheme “Stipend Scheme for Poultry Farming Training for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Scheduled Caste by scientific poultry farming training.","Poultry Farming, Schedule Caste, Stipend, Training, Cash Assistance",https://www.myscheme.gov.in/schemes/sspftsc
b42baac8,Stipend Scheme For Scheduled Tribes - Poultry Training Stipend,Agriculture,"The scheme “Stipend Scheme for Scheduled Tribes - Poultry Training Stipend” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Schedule Tribes through scientific poultry farming training.","Poultry Farming, Scheduled Tribe, Stipend, Training, Cash Assistance",https://www.myscheme.gov.in/schemes/ssst-pts
2830d648,Students Ready,Agriculture,The Student Rural Entrepreneurship Awareness Development Yojana (READY)  was launched by Hon'ble Prime Minister on 25 July 2015.,"Student, Ready, Agriculture",https://www.myscheme.gov.in/schemes/sr
76fe1a04,Sub-Mission on Agricultural Extension (SMAE),Agriculture,"The scheme aims to promote the adoption of modern and scientific farming practices among farmers across the state through continuous training, practical demonstrations, and exposure visits.","Agricultural, Farmer, SMAE, Kisan Award, Kisan Ratna, Kisan Shri",https://www.myscheme.gov.in/schemes/smaeuk
01a57a46,Sub-Mission on Agricultural Mechanization (SMAM) for Custom Hiring Centres / Big Farmers - Uttarakhand,Agriculture,"Under this scheme, individual large farmers, farmer groups, cooperatives, self-help groups, and custom hiring centres in the state can purchase agricultural equipment at a subsidized rate, with the Government of India providing a maximum subsidy of 40%.","Farmer, Agricultural, Mechanization, Subsidy, Custom Hiring Centre, Self-help Group",https://www.myscheme.gov.in/schemes/smamchcbfuk
5c17d98b,Sub-mission On Agriculture Mechanization,Agriculture,The Sub-Mission on Agricultural Mechanization was launched in 2014-15 by the Ministry of Agriculture and Farmers’ Welfare.,"Sub-Mission, Agriculture, Mechanization, SMAM",https://www.myscheme.gov.in/schemes/smam
8161dc74,Sub-Mission on Agricultural Mechanization - Uttarakhand,Agriculture,"The scheme aims to encourage farm mechanization purchasing and providing 50% subsidy/financial assistance to SC/ST, small and marginal, and women farmers (of all categories), while 40% subsidy/financial assistance is provided to other (large) farmers.","Farmer, Agricultural, Mechanization, Small Farmer, Marginal Farmer, Subsidy, Farm Equipment",https://www.myscheme.gov.in/schemes/smamuk
f4cff2be,Sub mission on Seeds and Planting Material,Agriculture,"The scheme aims to increase the production of certified/quality seed; strengthen Seed Testing Laboratories; assist Seed Producing Institutes for the adoption of new technologies, ensuring farmers get quality seeds at the right time and reasonable prices.","Improve Seed Quality, Seed Bank, Quality Control Laboratories, Farmer",https://www.myscheme.gov.in/schemes/smspguj
7467100b,Sub-mission on Breed Development of Livestock and Poultry,Agriculture,"The Department of Animal Husbandry & Dairying introduced the National Livestock Mission as umbrella scheme. The ""Sub-mission on Breed Development of Livestock and Poultry"" is the realigned National Livestock Mission, which is the scheme's sub-mission.","Rural, Poultry, Farming, Livestock",https://www.myscheme.gov.in/schemes/smbdlp
39887151,Subsidy For Battery Operated Three-Wheelers,Agriculture,"This scheme is introduced by the Climate Change Department, Gujarat, aims to promote the adoption of eco-friendly vehicles by providing a subsidy on the purchase of battery-operated three-wheelers.","Battery Operated Three-Wheelers, Electric Scooter Subsidy, Electric Vehicle, Renewable Energy, Student",https://www.myscheme.gov.in/schemes/sfbothw
7a7ae58b,Subsidy Scheme For Establishment Of 100 Broiler Birds' Farm For Schedule Caste,Agriculture,"The scheme “Subsidy Scheme for Establishment of 100 Broiler Birds' Farm for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide supplementary income to Schedule Caste People of the society.","Poultry Farming, Scheduled Caste, Subsidy, Broiler Birds, Financial Assistance",https://www.myscheme.gov.in/schemes/sse100bbfsc
187e56e7,Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Tribe Women,Agriculture,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Tribe Women” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.","Scheduled Tribe, Woman, Subsidy, Milk Production, Goat",https://www.myscheme.gov.in/schemes/ssegu10stw
162b4c38,Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Caste People,Agriculture,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Caste People” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift economically poor livestock breeders of Gujarat State.","Scheduled Caste, Goat, Subsidy, Milk Production, Employment",https://www.myscheme.gov.in/schemes/sseg10scp
16e40432,Subsidy Scheme For Establishment Of Goat Unit (10+1) For General Category People,Agriculture,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for General Category People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.","General Category, Goat, Subsidy, Milk Production, Employment",https://www.myscheme.gov.in/schemes/ssegu10gcp
d3bf503b,Subsidy Scheme On Establishment Of - 25 Kadaknath/R.I.R. Birds Unit To Scheduled Tribes,Agriculture,"The scheme “Subsidy Scheme on Establishment of - 25 Kadaknath/R.I.R. Birds Unit to Scheduled Tribes” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat to provide employment, nutritious diet and to raise the income of Scheduled Tribe People of Gujarat State.","Poultry Farming, Scheduled Tribe, Subsidy, Kadaknath, Financial Assistance, Rhode Island Red (RIR)",https://www.myscheme.gov.in/schemes/sse25krbust
60564d79,Subsidy Scheme On Establishment Of 25 R.I.R. Birds' Unit For Weaker Section,Agriculture,"The scheme “Subsidy Scheme on Establishment of 25 R.I.R. Birds' Unit for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide employment, nutritious diet and to raise the income of weaker section people of the society.","Poultry Farming, Rhode Island Red (RIR), Subsidy, Weaker Section, Farmer",https://www.myscheme.gov.in/schemes/sse25rbuwse
30560316,Subsidy Scheme On Establishment Of 25 R.I.R. Birds’ Unit For Scheduled Caste,Agriculture,"The scheme “Subsidy Scheme on Establishment of 25 R.I.R. Birds’ unit for Scheduled Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide employment, nutritious diet and to raise the income of Schedule Caste People of the society.","Poultry Farming, Rhode Island Red, Subsidy, Scheduled Caste",https://www.myscheme.gov.in/schemes/sse25rbusc
f69bdea9,Subsidy Scheme On Establishment Of 40 R.I.R. Birds Unit For Divyang People,Agriculture,"The scheme “Subsidy Scheme on Establishment of 40 R.I.R. Birds Unit for Divyang People” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat to provide employment, nutritious diet and to raise the income of Divyang People of the society of Gujarat State.","Poultry Farming, Divyang, Subsidy, Rhode Island Red (RIR), Employment",https://www.myscheme.gov.in/schemes/sse40rbudp
e9cee435,Subsidy for Battery Operated 2-Wheelers,Agriculture,"This scheme is introduced by the Climate Change Department, Gujarat, aims to promote renewable energy and clean transportation by providing a subsidy to students for the purchase of battery-operated two-wheelers from authorized manufacturers.","Student, Electric Scooter Subsidy, Electric Vehicle, Renewable Energy",https://www.myscheme.gov.in/schemes/sfbotw
70b62052,"Tuber Crops Potato, Tapioca, Colocasia",Agriculture,"The objective of the scheme is to boost up production and productivity of potato per unit area by providing quality HYV seeds, and equipment at a 50% subsidy.","Tuber Crops, Potato, Tapioca, Colocasia, Farmer, Agriculture, Subsidy, Horticulture",https://www.myscheme.gov.in/schemes/tcptc
808980c7,Tubewell Installation /Pond Construction,Agriculture,"The scheme aims to enhance irrigation facilities for farmers in Uttarakhand by providing financial assistance for the construction of tubewells and ponds, thereby improving water availability, supporting horticultural development, and increasing agricultural productivity.","Tubewell Installation, Pond Construction, Farmer, Irrigation",https://www.myscheme.gov.in/schemes/tipc
d48bae82,Udhyan Card,Agriculture,"It aims to create a unified identification system for farmers engaged in horticulture activities, enabling them to access all horticulture-related schemes and benefits provided by the Government of Uttarakhand.","Horticulture, Card, Farmer",https://www.myscheme.gov.in/schemes/ucuk
ef42a9b1,Scheme for Loan and Subsidy for Manure and Fertilizer-DNH&DD,Agriculture,The scheme aims to promote fertiliser use for higher productivity. Subsidy-cum-loan assistance is provided in kind to small and marginal farmers.,"Cultivator, Farmer, Subsidy, Loan, Small Farmers, Marginal Farmers, Scheduled Castes, Scheduled Tribes",https://www.myscheme.gov.in/schemes/slsmf
9dc708d2,Pradhan Mantri Janjatiya Vikas Mission (PMJVM),Agriculture,"The scheme aims to promote livelihood generation and income enhancement of tribal communities through value addition, processing, and marketing of tribal products.","Tribal Development, Minor Forest Produce, Van Dhan Vikas Kendra, Self Help Group, Tribal Livelihood, Marketing Support",https://www.myscheme.gov.in/schemes/pmjvm
19a90dc6,Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY),Agriculture,The scheme aims to develop selected villages with significant Scheduled Tribe population into model villages by providing basic infrastructure and improving socio-economic conditions.,"Tribal Development, Adarsh Village, Infrastructure Gap Filling, Village Development Plan, Central Assistance, Tribal Welfare",https://www.myscheme.gov.in/schemes/pmaagy
